reference_designator,data_source,type_list,ingest_csv_filename,platform,deployment#,uframe_route,filename_mask,number_files,file of today,file <= 1k,file > 1K,Automated_status,status,notes_x,CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes_y
GA03FLMB-RIM01-02-ADCPSL007,telemetered,Science,GA03FLMB_D00002_ingest.csv,GA03FLMB,2,Ingest.adcps-jln-sio_telemetered,/omc_data/whoi/OMC/GA03FLMB/D00002/*adcps*.dat,9,0,1,8,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-ADCPSL-23498,-42.49243,-42.1626,,495.0,5092.0,
GA03FLMB-RIM01-02-ADCPSL007,telemetered,Science,GA03FLMB_D00003_ingest.csv,GA03FLMB,3,#Ingest.adcps-jln-sio_telemetered,/omc_data/whoi/OMC/GA03FLMB/D00003/*adcps*.dat,0,0,0,0,Missing,No data expected due to glider failures,,NBP16-09,,,,1.0,2016-10-31T22:37:00,,CGMGA-03FLMB-00003,,CGINS-ADCPSL-18445,-42.49601667,-42.12545,,500.0,5165.0,deployment_depth placeholder: design depth
GA03FLMB-RIM01-02-CTDMOG060,recovered_host,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1,#,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMOs_all/*.DAT,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12403,-42.49567,-42.122,,29.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG060,recovered_host,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2,#,/omc_data/whoi/OMC/GA03FLMB/R00002/cg_data/MSIOC_sn14882/CTD/*.DAT,349,0,0,349,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13596,-42.49243,-42.1626,,26.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG060,recovered_inst,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMO_sn12403/*.hex,1,0,0,1,Available,29,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12403,-42.49567,-42.122,,29.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG060,recovered_inst,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMB/R00002/instruments/CTDMO_sn37-13596/*.hex,1,0,0,1,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13596,-42.49243,-42.1626,,26.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG060,telemetered,Science,GA03FLMB_D00001_ingest.csv,GA03FLMB,1,#,/omc_data/whoi/OMC/GA03FLMB/D00001/*ctdmo*.dat,38,0,15,23,Available,Data assigned to refdes after ingestion with wildcard refdes.,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12403,-42.49567,-42.122,,29.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG060,telemetered,Science,GA03FLMB_D00002_ingest.csv,GA03FLMB,2,#,/omc_data/whoi/OMC/GA03FLMB/D00002/*ctdmo*.dat,10,0,5,5,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13596,-42.49243,-42.1626,,26.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG060,telemetered,Science,GA03FLMB_D00003_ingest.csv,GA03FLMB,3,#,/omc_data/whoi/OMC/GA03FLMB/D00003/*ctdmo*.dat,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. No data expected due to glider failures,,NBP16-09,,,,1.0,2016-10-31T22:37:00,,CGMGA-03FLMB-00003,,CGINS-CTDMOG-12414,-42.49601667,-42.12545,,30.0,5165.0,deployment_depth placeholder: design depth
GA03FLMB-RIM01-02-CTDMOG061,recovered_host,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1,#,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMOs_all/*.DAT,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12413,-42.49567,-42.122,,40.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG061,recovered_host,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2,#,/omc_data/whoi/OMC/GA03FLMB/R00002/cg_data/MSIOC_sn14882/CTD/*.DAT,349,0,0,349,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13597,-42.49243,-42.1626,,32.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG061,recovered_inst,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMO_sn12413/*.hex,1,0,0,1,Available,39,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12413,-42.49567,-42.122,,40.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG061,recovered_inst,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMB/R00002/instruments/CTDMO_sn37-13597/*.hex,1,0,0,1,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13597,-42.49243,-42.1626,,32.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG061,telemetered,Science,GA03FLMB_D00001_ingest.csv,GA03FLMB,1,#,/omc_data/whoi/OMC/GA03FLMB/D00001/*ctdmo*.dat,38,0,15,23,Available,Data assigned to refdes after ingestion with wildcard refdes.,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12413,-42.49567,-42.122,,40.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG061,telemetered,Science,GA03FLMB_D00002_ingest.csv,GA03FLMB,2,#,/omc_data/whoi/OMC/GA03FLMB/D00002/*ctdmo*.dat,10,0,5,5,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13597,-42.49243,-42.1626,,32.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG061,telemetered,Science,GA03FLMB_D00003_ingest.csv,GA03FLMB,3,#,/omc_data/whoi/OMC/GA03FLMB/D00003/*ctdmo*.dat,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. No data expected due to glider failures,,NBP16-09,,,,1.0,2016-10-31T22:37:00,,CGMGA-03FLMB-00003,,CGINS-CTDMOG-12584,-42.49601667,-42.12545,,40.0,5165.0,deployment_depth placeholder: design depth
GA03FLMB-RIM01-02-CTDMOG062,recovered_host,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1,#,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMOs_all/*.DAT,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12404,-42.49567,-42.122,,60.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG062,recovered_host,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2,#,/omc_data/whoi/OMC/GA03FLMB/R00002/cg_data/MSIOC_sn14882/CTD/*.DAT,349,0,0,349,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13598,-42.49243,-42.1626,,52.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG062,recovered_inst,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMO_sn12404/*.hex,1,0,0,1,Available,59,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12404,-42.49567,-42.122,,60.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG062,recovered_inst,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMB/R00002/instruments/CTDMO_sn37-13598/*.hex,1,0,0,1,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13598,-42.49243,-42.1626,,52.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG062,telemetered,Science,GA03FLMB_D00001_ingest.csv,GA03FLMB,1,#,/omc_data/whoi/OMC/GA03FLMB/D00001/*ctdmo*.dat,38,0,15,23,Available,Data assigned to refdes after ingestion with wildcard refdes.,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12404,-42.49567,-42.122,,60.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG062,telemetered,Science,GA03FLMB_D00002_ingest.csv,GA03FLMB,2,#,/omc_data/whoi/OMC/GA03FLMB/D00002/*ctdmo*.dat,10,0,5,5,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13598,-42.49243,-42.1626,,52.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG062,telemetered,Science,GA03FLMB_D00003_ingest.csv,GA03FLMB,3,#,/omc_data/whoi/OMC/GA03FLMB/D00003/*ctdmo*.dat,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. No data expected due to glider failures,,NBP16-09,,,,1.0,2016-10-31T22:37:00,,CGMGA-03FLMB-00003,,CGINS-CTDMOG-12396,-42.49601667,-42.12545,,60.0,5165.0,deployment_depth placeholder: design depth
GA03FLMB-RIM01-02-CTDMOG063,recovered_host,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1,#,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMOs_all/*.DAT,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12414,-42.49567,-42.122,,90.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG063,recovered_host,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2,#,/omc_data/whoi/OMC/GA03FLMB/R00002/cg_data/MSIOC_sn14882/CTD/*.DAT,349,0,0,349,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13599,-42.49243,-42.1626,,82.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG063,recovered_inst,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMO_sn12414/*.hex,1,0,0,1,Available,90,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12414,-42.49567,-42.122,,90.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG063,recovered_inst,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMB/R00002/instruments/CTDMO_sn37-13599/*.hex,1,0,0,1,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13599,-42.49243,-42.1626,,82.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG063,telemetered,Science,GA03FLMB_D00001_ingest.csv,GA03FLMB,1,#,/omc_data/whoi/OMC/GA03FLMB/D00001/*ctdmo*.dat,38,0,15,23,Available,Data assigned to refdes after ingestion with wildcard refdes.,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12414,-42.49567,-42.122,,90.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG063,telemetered,Science,GA03FLMB_D00002_ingest.csv,GA03FLMB,2,#,/omc_data/whoi/OMC/GA03FLMB/D00002/*ctdmo*.dat,10,0,5,5,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13599,-42.49243,-42.1626,,82.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG063,telemetered,Science,GA03FLMB_D00003_ingest.csv,GA03FLMB,3,#,/omc_data/whoi/OMC/GA03FLMB/D00003/*ctdmo*.dat,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. No data expected due to glider failures,,NBP16-09,,,,1.0,2016-10-31T22:37:00,,CGMGA-03FLMB-00003,,CGINS-CTDMOG-12608,-42.49601667,-42.12545,,90.0,5165.0,deployment_depth placeholder: design depth
GA03FLMB-RIM01-02-CTDMOG064,recovered_host,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1,#,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMOs_all/*.DAT,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12407,-42.49567,-42.122,,130.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG064,recovered_host,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2,#,/omc_data/whoi/OMC/GA03FLMB/R00002/cg_data/MSIOC_sn14882/CTD/*.DAT,349,0,0,349,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13600,-42.49243,-42.1626,,122.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG064,recovered_inst,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMO_sn12407/*.hex,1,0,0,1,Available,130,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12407,-42.49567,-42.122,,130.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG064,recovered_inst,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMB/R00002/instruments/CTDMO_sn37-13600/*.hex,1,0,0,1,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13600,-42.49243,-42.1626,,122.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG064,telemetered,Science,GA03FLMB_D00001_ingest.csv,GA03FLMB,1,#,/omc_data/whoi/OMC/GA03FLMB/D00001/*ctdmo*.dat,38,0,15,23,Available,Data assigned to refdes after ingestion with wildcard refdes.,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-12407,-42.49567,-42.122,,130.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG064,telemetered,Science,GA03FLMB_D00002_ingest.csv,GA03FLMB,2,#,/omc_data/whoi/OMC/GA03FLMB/D00002/*ctdmo*.dat,10,0,5,5,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13600,-42.49243,-42.1626,,122.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG064,telemetered,Science,GA03FLMB_D00003_ingest.csv,GA03FLMB,3,#,/omc_data/whoi/OMC/GA03FLMB/D00003/*ctdmo*.dat,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. No data expected due to glider failures,,NBP16-09,,,,1.0,2016-10-31T22:37:00,,CGMGA-03FLMB-00003,,CGINS-CTDMOG-12401,-42.49601667,-42.12545,,130.0,5165.0,deployment_depth placeholder: design depth
GA03FLMB-RIM01-02-CTDMOG065,recovered_host,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1,#,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMOs_all/*.DAT,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-11605,-42.49567,-42.122,,180.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG065,recovered_host,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2,#,/omc_data/whoi/OMC/GA03FLMB/R00002/cg_data/MSIOC_sn14882/CTD/*.DAT,349,0,0,349,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13601,-42.49243,-42.1626,,172.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG065,recovered_inst,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMO_sn11605/*.hex,1,0,0,1,Available,180,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-11605,-42.49567,-42.122,,180.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG065,recovered_inst,Science,GA03FLMB_R00002_ingest.csv,GA03FLMB,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMB/R00002/instruments/CTDMO_sn37-13601/*.hex,1,0,0,1,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13601,-42.49243,-42.1626,,172.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG065,telemetered,Science,GA03FLMB_D00001_ingest.csv,GA03FLMB,1,#,/omc_data/whoi/OMC/GA03FLMB/D00001/*ctdmo*.dat,38,0,15,23,Available,Data assigned to refdes after ingestion with wildcard refdes.,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-11605,-42.49567,-42.122,,180.0,5170.0,
GA03FLMB-RIM01-02-CTDMOG065,telemetered,Science,GA03FLMB_D00002_ingest.csv,GA03FLMB,2,#,/omc_data/whoi/OMC/GA03FLMB/D00002/*ctdmo*.dat,10,0,5,5,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-21T21:51:00,2016-11-01T10:10:00,CGMGA-03FLMB-00002,,CGINS-CTDMOG-13601,-42.49243,-42.1626,,172.0,5092.0,
GA03FLMB-RIM01-02-CTDMOG065,telemetered,Science,GA03FLMB_D00003_ingest.csv,GA03FLMB,3,#,/omc_data/whoi/OMC/GA03FLMB/D00003/*ctdmo*.dat,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. No data expected due to glider failures,,NBP16-09,,,,1.0,2016-10-31T22:37:00,,CGMGA-03FLMB-00003,,CGINS-CTDMOG-12609,-42.49601667,-42.12545,,180.0,5165.0,deployment_depth placeholder: design depth
GA03FLMB-RIM01-02-CTDMOG066,recovered_host,Science,GA03FLMB_R00001_ingest.csv,GA03FLMB,1,#,/omc_data/whoi/OMC/GA03FLMB/R00001/cg_data/dcl00/CTDMOs_all/*.DAT,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-21T02:30:00,2015-11-18T11:20:00,CGMGA-03FLMB-00001,,CGINS-CTDMOG-11651,-42.49567,-42.122,,250.0,5170.0,
