reference_designator,data_source,type_list,ingest_csv_filename,platform,deployment#,uframe_route_y,filename_mask,number_files,file of today,file <= 1k,file > 1K,Automated_status,status,notes_x,CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes_y
GP02HYPM-MPM01-02-ZPLSGA010,recovered_inst,Science,GP02HYPM_R00003_ingest.csv,GP02HYPM,3,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,Not deployed,,#TN-323,,RB-16-05,,1,2015-06-04T23:38:00,2016-07-01T18:56:00,CGMGP-02HYPM-00003,,,50.07983,-144.803,,,4219,not deployed
GP02HYPM-MPM01-02-ZPLSGA010,telemetered,Science,GP02HYPM_D00001_ingest.csv,GP02HYPM,1,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,Not deployed,,#MV-1309,,MV-1404,,1,2013-07-26T08:11:00,2014-06-14T00:00:00,CGMGP-02HYPM-00001,,,50.07067,-144.798,,,4219,not deployed
GP02HYPM-MPM01-02-ZPLSGA010,telemetered,Science,GP02HYPM_D00002_ingest.csv,GP02HYPM,2,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,Not deployed,,#MV-1404,,TN-323,,1,2014-06-16T02:15:00,2015-06-02T00:00:00,CGMGP-02HYPM-00002,,,50.07833,-144.80533,,,4219,not deployed
GP02HYPM-MPM01-02-ZPLSGA010,telemetered,Science,GP02HYPM_D00003_ingest.csv,GP02HYPM,3,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,Not deployed,,#TN-323,,RB-16-05,,1,2015-06-04T23:38:00,2016-07-01T18:56:00,CGMGP-02HYPM-00003,,,50.07983,-144.803,,,4219,not deployed
GP02HYPM-MPM01-02-ZPLSGA010,telemetered,Science,GP02HYPM_D00004_ingest.csv,GP02HYPM,4,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,Issues with data - MIO investigating,,RB-16-05,,,,1,2016-07-03T02:05:00,,CGMGP-02HYPM-00004,,CGINS-ZPLSGA-55092,50.0796,-144.80572,,,4220,
GP02HYPM-MPM01-02-ZPLSGA010,telemetered,Science,GP02HYPM_D00005_ingest.csv,GP02HYPM,5,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,No telemetered data expected (no gliders deployed),,SR17-10,,,,1,2017-07-07T00:00:00,,CGMGP-02HYPM-00005,,CGINS-ZPLSGA-55104,50.07,-144.8,,,4237,update post-cruise
GP02HYPM-RIM01-00-SIOENG000,recovered_host,Engineering,GP02HYPM_R00001_ingest.csv,GP02HYPM,1,,/omc_data/whoi/OMC/GP02HYPM/R00001/SIOC/status/STA*.DA?,325,0,1,324,Available,,,MV-1309,,MV-1404,,1,2013-07-26T08:11:00,2014-06-14T00:00:00,CGMGP-02HYPM-00001,,R00054,50.07067,-144.798,,4072.0,4219,
GP02HYPM-RIM01-00-SIOENG000,recovered_host,Engineering,GP02HYPM_R00002_ingest.csv,GP02HYPM,2,,/omc_data/whoi/OMC/GP02HYPM/R00002/cg_data/dcl00/MSIOC_SN_13283/STA*.DA?,347,0,1,346,Available,,,MV-1404,,TN-323,,1,2014-06-16T02:15:00,2015-06-02T00:00:00,CGMGP-02HYPM-00002,,OL000060,50.07833,-144.80533,,4049.0,4219,
GP02HYPM-RIM01-00-SIOENG000,recovered_host,Engineering,GP02HYPM_R00003_ingest.csv,GP02HYPM,3,,/omc_data/whoi/OMC/GP02HYPM/R00003/cg_data/dcl00/MSIOC_sn11690/STATUS/STA*.DA?,441,0,42,399,Available,,,TN-323,,RB-16-05,,1,2015-06-04T23:38:00,2016-07-01T18:56:00,CGMGP-02HYPM-00003,,CGINS-METLGR-00024,50.07983,-144.803,,4073.0,4219,
GP02HYPM-RIM01-00-SIOENG000,telemetered,Engineering,GP02HYPM_D00001_ingest.csv,GP02HYPM,1,,/omc_data/whoi/OMC/GP02HYPM/D00001/*status*.dat,2,0,0,2,Available,,,MV-1309,,MV-1404,,1,2013-07-26T08:11:00,2014-06-14T00:00:00,CGMGP-02HYPM-00001,,R00054,50.07067,-144.798,,4072.0,4219,
GP02HYPM-RIM01-00-SIOENG000,telemetered,Engineering,GP02HYPM_D00002_ingest.csv,GP02HYPM,2,,/omc_data/whoi/OMC/GP02HYPM/D00002/*status_1328301.dat,1,0,0,1,Available,,,MV-1404,,TN-323,,1,2014-06-16T02:15:00,2015-06-02T00:00:00,CGMGP-02HYPM-00002,,OL000060,50.07833,-144.80533,,4049.0,4219,
GP02HYPM-RIM01-00-SIOENG000,telemetered,Engineering,GP02HYPM_D00003_ingest.csv,GP02HYPM,3,,/omc_data/whoi/OMC/GP02HYPM/D00003/*status*.dat,185,0,169,16,Available,,,TN-323,,RB-16-05,,1,2015-06-04T23:38:00,2016-07-01T18:56:00,CGMGP-02HYPM-00003,,CGINS-METLGR-00024,50.07983,-144.803,,4073.0,4219,
GP02HYPM-RIM01-00-SIOENG000,telemetered,Engineering,GP02HYPM_D00004_ingest.csv,GP02HYPM,4,,/omc_data/whoi/OMC/GP02HYPM/D00004/*status*.dat,36,0,36,0,Available,,,RB-16-05,,,,1,2016-07-03T02:05:00,,CGMGP-02HYPM-00004,,CGCON-SIOCON-12369,50.0796,-144.80572,,,4220,
GP02HYPM-RIM01-00-SIOENG000,telemetered,Engineering,GP02HYPM_D00005_ingest.csv,GP02HYPM,5,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,No telemetered data expected (no gliders deployed),,SR17-10,,,,1,2017-07-07T00:00:00,,CGMGP-02HYPM-00005,,CGCON-SIOCON-12371,50.07,-144.8,,,4237,update post-cruise
GP02HYPM-RIM01-02-CTDMOG039,recovered_host,Science,GP02HYPM_R00001_ingest.csv,GP02HYPM,1,,/omc_data/whoi/OMC/GP02HYPM/R00001/cg_data/dcl00/CTDMO-G_sn10261/*.DAT,0,0,0,0,Missing,No data available from the controller. Data are avaialble from the instrument,,MV-1309,,MV-1404,,1,2013-07-26T08:11:00,2014-06-14T00:00:00,CGMGP-02HYPM-00001,,CGINS-CTDMOG-10261,50.07067,-144.798,,150.0,4219,
GP02HYPM-RIM01-02-CTDMOG039,recovered_host,Science,GP02HYPM_R00002_ingest.csv,GP02HYPM,2,,/omc_data/whoi/OMC/GP02HYPM/R00002/cg_data/dcl00/CTDMO-G_sn10214/*.DAT,0,0,0,0,Missing,Data not expected,,MV-1404,,TN-323,,1,2014-06-16T02:15:00,2015-06-02T00:00:00,CGMGP-02HYPM-00002,,CGINS-CTDMOG-10214,50.07833,-144.80533,,163.0,4219,
GP02HYPM-RIM01-02-CTDMOG039,recovered_host,Science,GP02HYPM_R00003_ingest.csv,GP02HYPM,3,,/omc_data/whoi/OMC/GP02HYPM/R00003/cg_data/dcl00/CTDMO_sn37-10257/*.DAT,400,0,7,393,Available,,,TN-323,,RB-16-05,,1,2015-06-04T23:38:00,2016-07-01T18:56:00,CGMGP-02HYPM-00003,,CGINS-CTDMOG-10257,50.07983,-144.803,,163.0,4219,
GP02HYPM-RIM01-02-CTDMOG039,recovered_inst,Science,GP02HYPM_R00001_ingest.csv,GP02HYPM,1,,/omc_data/whoi/OMC/GP02HYPM/R00001/mc/raw/SBE37*.hex,1,0,0,1,Available,"Nominal imodem ID is 39, but actual for this deployment is 61",,MV-1309,,MV-1404,,1,2013-07-26T08:11:00,2014-06-14T00:00:00,CGMGP-02HYPM-00001,,CGINS-CTDMOG-10261,50.07067,-144.798,,150.0,4219,
GP02HYPM-RIM01-02-CTDMOG039,recovered_inst,Science,GP02HYPM_R00002_ingest.csv,GP02HYPM,2,,/omc_data/whoi/OMC/GP02HYPM/R00002/cg_data/dcl00/CTDMO-G_sn10214/SBE37*.hex,1,0,0,1,Available,"Nominal imodem ID is 39, but actual for this deployment is 61",,MV-1404,,TN-323,,1,2014-06-16T02:15:00,2015-06-02T00:00:00,CGMGP-02HYPM-00002,,CGINS-CTDMOG-10214,50.07833,-144.80533,,163.0,4219,
GP02HYPM-RIM01-02-CTDMOG039,recovered_inst,Science,GP02HYPM_R00003_ingest.csv,GP02HYPM,3,,/omc_data/whoi/OMC/GP02HYPM/R00003/cg_data/dcl00/CTDMO_sn37-10257/SBE37*.hex,1,0,0,1,Available,,,TN-323,,RB-16-05,,1,2015-06-04T23:38:00,2016-07-01T18:56:00,CGMGP-02HYPM-00003,,CGINS-CTDMOG-10257,50.07983,-144.803,,163.0,4219,
GP02HYPM-RIM01-02-CTDMOG039,telemetered,Science,GP02HYPM_D00001_ingest.csv,GP02HYPM,1,,/omc_data/whoi/OMC/GP02HYPM/D00001/*ctdmo*.dat,0,0,0,0,Missing,"Nominal imodem ID is 39, but actual for this deployment is 61; parser will overwrite 039 from ingest .csv file with 061",,MV-1309,,MV-1404,,1,2013-07-26T08:11:00,2014-06-14T00:00:00,CGMGP-02HYPM-00001,,CGINS-CTDMOG-10261,50.07067,-144.798,,150.0,4219,
GP02HYPM-RIM01-02-CTDMOG039,telemetered,Science,GP02HYPM_D00002_ingest.csv,GP02HYPM,2,,/omc_data/whoi/OMC/GP02HYPM/D00002/*ctdmo*.dat,0,0,0,0,Missing,"Nominal imodem ID is 39, but actual for this deployment is 14; parser will overwrite 039 from ingest .csv file with 061",,MV-1404,,TN-323,,1,2014-06-16T02:15:00,2015-06-02T00:00:00,CGMGP-02HYPM-00002,,CGINS-CTDMOG-10214,50.07833,-144.80533,,163.0,4219,
GP02HYPM-RIM01-02-CTDMOG039,telemetered,Science,GP02HYPM_D00003_ingest.csv,GP02HYPM,3,,/omc_data/whoi/OMC/GP02HYPM/D00003/*ctdmo*.dat,193,0,191,2,Available,"Nominal imodem ID is 39, but actual for this deployment is 14; parser will overwrite 039 from ingest .csv file with 061",,TN-323,,RB-16-05,,1,2015-06-04T23:38:00,2016-07-01T18:56:00,CGMGP-02HYPM-00003,,CGINS-CTDMOG-10257,50.07983,-144.803,,163.0,4219,
GP02HYPM-RIM01-02-CTDMOG039,telemetered,Science,GP02HYPM_D00004_ingest.csv,GP02HYPM,4,,/omc_data/whoi/OMC/GP02HYPM/D00004/*ctdmo*.dat,45,0,45,0,Available,,,RB-16-05,,,,1,2016-07-03T02:05:00,,CGMGP-02HYPM-00004,,CGINS-CTDMOG-11642,50.0796,-144.80572,,,4220,
GP02HYPM-RIM01-02-CTDMOG039,telemetered,Science,GP02HYPM_D00005_ingest.csv,GP02HYPM,5,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,No telemetered data expected (no gliders deployed),,SR17-10,,,,1,2017-07-07T00:00:00,,CGMGP-02HYPM-00005,,CGINS-CTDMOG-10252,50.07,-144.8,,,4237,update post-cruise
GP02HYPM-WFP02-00-WFPENG000,recovered_wfp,Engineering,GP02HYPM_R00001_ingest.csv,GP02HYPM,1,,/omc_data/whoi/OMC/GP02HYPM/R00001/wfp_12936/E*.DA?,389,0,0,389,Available,,,MV-1309,,MV-1404,,1,2013-07-26T08:11:00,2014-06-14T00:00:00,CGMGP-02HYPM-00001,CGVEH-GWFPGX-93602,CGCON-GWFPGX-93602,50.07067,-144.798,,2174.0,4219,shallow depth = 307
GP02HYPM-WFP02-00-WFPENG000,recovered_wfp,Engineering,GP02HYPM_R00002_ingest.csv,GP02HYPM,2,,/omc_data/whoi/OMC/GP02HYPM/R00002/cg_data/dcl00/UPPER_sn12936/E*.DA?,416,0,0,416,Available,,,MV-1404,,TN-323,,1,2014-06-16T02:15:00,2015-06-02T00:00:00,CGMGP-02HYPM-00002,CGVEH-GWFPGX-93602,CGCON-GWFPGX-93602,50.07833,-144.80533,,2093.0,4219,shallow depth = 168
GP02HYPM-WFP02-00-WFPENG000,recovered_wfp,Engineering,GP02HYPM_R00003_ingest.csv,GP02HYPM,3,,/omc_data/whoi/OMC/GP02HYPM/R00003/cg_data/dcl00/GWFP_sn12997-01/0*/E*.DA?,468,0,0,468,Available,,,TN-323,,RB-16-05,,1,2015-06-04T23:38:00,2016-07-01T18:56:00,CGMGP-02HYPM-00003,CGVEH-GWFPGX-99701,CGCON-GWFPGX-99701,50.07983,-144.803,,2102.0,4219,shallow depth = 164
GP02HYPM-WFP02-00-WFPENG000,telemetered,Engineering,GP02HYPM_D00001_ingest.csv,GP02HYPM,1,,/omc_data/whoi/OMC/GP02HYPM/D00001/*.we_wfp_1236820.dat,2,0,0,2,Available,,,MV-1309,,MV-1404,,1,2013-07-26T08:11:00,2014-06-14T00:00:00,CGMGP-02HYPM-00001,CGVEH-GWFPGX-93602,CGCON-GWFPGX-93602,50.07067,-144.798,,2174.0,4219,shallow depth = 307
GP02HYPM-WFP02-00-WFPENG000,telemetered,Engineering,GP02HYPM_D00002_ingest.csv,GP02HYPM,2,,/omc_data/whoi/OMC/GP02HYPM/D00002/*.we_wfp_1328320.dat,1,0,0,1,Available,,,MV-1404,,TN-323,,1,2014-06-16T02:15:00,2015-06-02T00:00:00,CGMGP-02HYPM-00002,CGVEH-GWFPGX-93602,CGCON-GWFPGX-93602,50.07833,-144.80533,,2093.0,4219,shallow depth = 168
GP02HYPM-WFP02-00-WFPENG000,telemetered,Engineering,GP02HYPM_D00003_ingest.csv,GP02HYPM,3,,/omc_data/whoi/OMC/GP02HYPM/D00003/*.we_wfp_1169021.dat,145,0,78,67,Available,,,TN-323,,RB-16-05,,1,2015-06-04T23:38:00,2016-07-01T18:56:00,CGMGP-02HYPM-00003,CGVEH-GWFPGX-99701,CGCON-GWFPGX-99701,50.07983,-144.803,,2102.0,4219,shallow depth = 164
GP02HYPM-WFP02-00-WFPENG000,telemetered,Engineering,GP02HYPM_D00004_ingest.csv,GP02HYPM,4,,/omc_data/whoi/OMC/GP02HYPM/D00004/*.we_wfp_1236921.dat,18,0,0,18,Available,,,RB-16-05,,,,1,2016-07-03T02:05:00,,CGMGP-02HYPM-00004,CGVEH-GWFPGX-10402,CGCON-GWFPGX-10402,50.0796,-144.80572,,,4220,
GP02HYPM-WFP02-00-WFPENG000,telemetered,Engineering,GP02HYPM_D00005_ingest.csv,GP02HYPM,5,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,No telemetered data expected (no gliders deployed),,SR17-10,,,,1,2017-07-07T00:00:00,,CGMGP-02HYPM-00005,CGVEH-GWFPGX-10403,CGCON-GWFPGX-10403,50.07,-144.8,,,4237,update post-cruise
GP02HYPM-WFP02-01-FLORDL000,recovered_wfp,Science,GP02HYPM_R00001_ingest.csv,GP02HYPM,1,,/omc_data/whoi/OMC/GP02HYPM/R00001/wfp_12936/E*.DA?,389,0,0,389,Available,,,MV-1309,,MV-1404,,1,2013-07-26T08:11:00,2014-06-14T00:00:00,CGMGP-02HYPM-00001,CGVEH-GWFPGX-93602,CGINS-FLORDL-02736,50.07067,-144.798,,2174.0,4219,shallow depth = 307
GP02HYPM-WFP02-01-FLORDL000,recovered_wfp,Science,GP02HYPM_R00002_ingest.csv,GP02HYPM,2,,/omc_data/whoi/OMC/GP02HYPM/R00002/cg_data/dcl00/UPPER_sn12936/E*.DA?,416,0,0,416,Available,,,MV-1404,,TN-323,,1,2014-06-16T02:15:00,2015-06-02T00:00:00,CGMGP-02HYPM-00002,CGVEH-GWFPGX-93602,CGINS-FLORDL-02736,50.07833,-144.80533,,2093.0,4219,shallow depth = 168
GP02HYPM-WFP02-01-FLORDL000,recovered_wfp,Science,GP02HYPM_R00003_ingest.csv,GP02HYPM,3,,/omc_data/whoi/OMC/GP02HYPM/R00003/cg_data/dcl00/GWFP_sn12997-01/0*/E*.DA?,468,0,0,468,Available,,,TN-323,,RB-16-05,,1,2015-06-04T23:38:00,2016-07-01T18:56:00,CGMGP-02HYPM-00003,CGVEH-GWFPGX-99701,CGINS-FLORDL-02934,50.07983,-144.803,,2102.0,4219,shallow depth = 164
GP02HYPM-WFP02-01-FLORDL000,telemetered,Science,GP02HYPM_D00001_ingest.csv,GP02HYPM,1,,/omc_data/whoi/OMC/GP02HYPM/D00001/*.we_wfp_1236820.dat,2,0,0,2,Available,,,MV-1309,,MV-1404,,1,2013-07-26T08:11:00,2014-06-14T00:00:00,CGMGP-02HYPM-00001,CGVEH-GWFPGX-93602,CGINS-FLORDL-02736,50.07067,-144.798,,2174.0,4219,shallow depth = 307
GP02HYPM-WFP02-01-FLORDL000,telemetered,Science,GP02HYPM_D00002_ingest.csv,GP02HYPM,2,,/omc_data/whoi/OMC/GP02HYPM/D00002/*.we_wfp_1328320.dat,1,0,0,1,Available,,,MV-1404,,TN-323,,1,2014-06-16T02:15:00,2015-06-02T00:00:00,CGMGP-02HYPM-00002,CGVEH-GWFPGX-93602,CGINS-FLORDL-02736,50.07833,-144.80533,,2093.0,4219,shallow depth = 168
GP02HYPM-WFP02-01-FLORDL000,telemetered,Science,GP02HYPM_D00003_ingest.csv,GP02HYPM,3,,/omc_data/whoi/OMC/GP02HYPM/D00003/*.we_wfp_1169021.dat,145,0,78,67,Available,,,TN-323,,RB-16-05,,1,2015-06-04T23:38:00,2016-07-01T18:56:00,CGMGP-02HYPM-00003,CGVEH-GWFPGX-99701,CGINS-FLORDL-02934,50.07983,-144.803,,2102.0,4219,shallow depth = 164
GP02HYPM-WFP02-01-FLORDL000,telemetered,Science,GP02HYPM_D00004_ingest.csv,GP02HYPM,4,,/omc_data/whoi/OMC/GP02HYPM/D00004/*.we_wfp_1236921.dat,18,0,0,18,Available,,,RB-16-05,,,,1,2016-07-03T02:05:00,,CGMGP-02HYPM-00004,CGVEH-GWFPGX-10402,CGINS-FLORDL-03283,50.0796,-144.80572,,,4220,
GP02HYPM-WFP02-01-FLORDL000,telemetered,Science,GP02HYPM_D00005_ingest.csv,GP02HYPM,5,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,No telemetered data expected (no gliders deployed),,SR17-10,,,,1,2017-07-07T00:00:00,,CGMGP-02HYPM-00005,CGVEH-GWFPGX-10403,CGINS-FLORDL-03284,50.07,-144.8,,,4237,update post-cruise
GP02HYPM-WFP02-03-DOSTAL000,recovered_wfp,Science,GP02HYPM_R00001_ingest.csv,GP02HYPM,1,,/omc_data/whoi/OMC/GP02HYPM/R00001/wfp_12936/E*.DA?,389,0,0,389,Available,,,MV-1309,,MV-1404,,1,2013-07-26T08:11:00,2014-06-14T00:00:00,CGMGP-02HYPM-00001,CGVEH-GWFPGX-93602,CGINS-DOSTAL-01086,50.07067,-144.798,,2174.0,4219,shallow depth = 307
GP02HYPM-WFP02-03-DOSTAL000,recovered_wfp,Science,GP02HYPM_R00002_ingest.csv,GP02HYPM,2,,/omc_data/whoi/OMC/GP02HYPM/R00002/cg_data/dcl00/UPPER_sn12936/E*.DA?,416,0,0,416,Available,,,MV-1404,,TN-323,,1,2014-06-16T02:15:00,2015-06-02T00:00:00,CGMGP-02HYPM-00002,CGVEH-GWFPGX-93602,CGINS-DOSTAL-01086,50.07833,-144.80533,,2093.0,4219,shallow depth = 168
GP02HYPM-WFP02-03-DOSTAL000,recovered_wfp,Science,GP02HYPM_R00003_ingest.csv,GP02HYPM,3,,/omc_data/whoi/OMC/GP02HYPM/R00003/cg_data/dcl00/GWFP_sn12997-01/0*/E*.DA?,468,0,0,468,Available,,,TN-323,,RB-16-05,,1,2015-06-04T23:38:00,2016-07-01T18:56:00,CGMGP-02HYPM-00003,CGVEH-GWFPGX-99701,CGINS-DOSTAL-01105,50.07983,-144.803,,2102.0,4219,shallow depth = 164
GP02HYPM-WFP02-03-DOSTAL000,telemetered,Science,GP02HYPM_D00001_ingest.csv,GP02HYPM,1,,/omc_data/whoi/OMC/GP02HYPM/D00001/*.we_wfp_1236820.dat,2,0,0,2,Available,,,MV-1309,,MV-1404,,1,2013-07-26T08:11:00,2014-06-14T00:00:00,CGMGP-02HYPM-00001,CGVEH-GWFPGX-93602,CGINS-DOSTAL-01086,50.07067,-144.798,,2174.0,4219,shallow depth = 307
GP02HYPM-WFP02-03-DOSTAL000,telemetered,Science,GP02HYPM_D00002_ingest.csv,GP02HYPM,2,,/omc_data/whoi/OMC/GP02HYPM/D00002/*.we_wfp_1328320.dat,1,0,0,1,Available,,,MV-1404,,TN-323,,1,2014-06-16T02:15:00,2015-06-02T00:00:00,CGMGP-02HYPM-00002,CGVEH-GWFPGX-93602,CGINS-DOSTAL-01086,50.07833,-144.80533,,2093.0,4219,shallow depth = 168
GP02HYPM-WFP02-03-DOSTAL000,telemetered,Science,GP02HYPM_D00003_ingest.csv,GP02HYPM,3,,/omc_data/whoi/OMC/GP02HYPM/D00003/*.we_wfp_1169021.dat,145,0,78,67,Available,,,TN-323,,RB-16-05,,1,2015-06-04T23:38:00,2016-07-01T18:56:00,CGMGP-02HYPM-00003,CGVEH-GWFPGX-99701,CGINS-DOSTAL-01105,50.07983,-144.803,,2102.0,4219,shallow depth = 164
GP02HYPM-WFP02-03-DOSTAL000,telemetered,Science,GP02HYPM_D00004_ingest.csv,GP02HYPM,4,,/omc_data/whoi/OMC/GP02HYPM/D00004/*.we_wfp_1236921.dat,18,0,0,18,Available,,,RB-16-05,,,,1,2016-07-03T02:05:00,,CGMGP-02HYPM-00004,CGVEH-GWFPGX-10402,CGINS-DOSTAL-01480,50.0796,-144.80572,,,4220,
GP02HYPM-WFP02-03-DOSTAL000,telemetered,Science,GP02HYPM_D00005_ingest.csv,GP02HYPM,5,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,No telemetered data expected (no gliders deployed),,SR17-10,,,,1,2017-07-07T00:00:00,,CGMGP-02HYPM-00005,CGVEH-GWFPGX-10403,CGINS-DOSTAL-01478,50.07,-144.8,,,4237,update post-cruise
GP02HYPM-WFP02-04-CTDPFL000,recovered_wfp,Science,GP02HYPM_R00001_ingest.csv,GP02HYPM,1,,/omc_data/whoi/OMC/GP02HYPM/R00001/wfp_12936/C*.DA?,389,0,0,389,Available,,,MV-1309,,MV-1404,,1,2013-07-26T08:11:00,2014-06-14T00:00:00,CGMGP-02HYPM-00001,CGVEH-GWFPGX-93602,CGINS-CTDPFL-00107,50.07067,-144.798,,2174.0,4219,shallow depth = 307
GP02HYPM-WFP02-04-CTDPFL000,recovered_wfp,Science,GP02HYPM_R00002_ingest.csv,GP02HYPM,2,,/omc_data/whoi/OMC/GP02HYPM/R00002/cg_data/dcl00/UPPER_sn12936/C*.DA?,416,0,0,416,Available,,,MV-1404,,TN-323,,1,2014-06-16T02:15:00,2015-06-02T00:00:00,CGMGP-02HYPM-00002,CGVEH-GWFPGX-93602,CGINS-CTDPFL-00107,50.07833,-144.80533,,2093.0,4219,shallow depth = 168
GP02HYPM-WFP02-04-CTDPFL000,recovered_wfp,Science,GP02HYPM_R00003_ingest.csv,GP02HYPM,3,,/omc_data/whoi/OMC/GP02HYPM/R00003/cg_data/dcl00/GWFP_sn12997-01/0*/C*.DA?,468,0,0,468,Available,,,TN-323,,RB-16-05,,1,2015-06-04T23:38:00,2016-07-01T18:56:00,CGMGP-02HYPM-00003,CGVEH-GWFPGX-99701,CGINS-CTDPFL-00115,50.07983,-144.803,,2102.0,4219,shallow depth = 164
GP02HYPM-WFP02-04-CTDPFL000,telemetered,Science,GP02HYPM_D00001_ingest.csv,GP02HYPM,1,,/omc_data/whoi/OMC/GP02HYPM/D00001/*.wc_wfp_1236820.dat,2,0,0,2,Available,,,MV-1309,,MV-1404,,1,2013-07-26T08:11:00,2014-06-14T00:00:00,CGMGP-02HYPM-00001,CGVEH-GWFPGX-93602,CGINS-CTDPFL-00107,50.07067,-144.798,,2174.0,4219,shallow depth = 307
