dim_0,air_temperature,barometric_pressure,driver_timestamp,eastward_wind_velocity,longwave_irradiance,northward_wind_velocity,pkt_format_id,pkt_version,port_timestamp,precipitation,preferred_timestamp,quality_flag,relative_humidity,sea_surface_conductivity,sea_surface_temperature,shortwave_irradiance,stream_name
16,7.492,985.36,3722267189.77,7.33,268.8,2.23,JSON_Data,1,3702327401.48,51.25,port_timestamp,ok,71.189,3.5052,7.701,1.8,metbk_a_dcl_instrument
17,7.44,985.09,3722267189.77,7.97,267.6,1.15,JSON_Data,1,3702327465.71,51.5,port_timestamp,ok,70.803,3.5054,7.621,1.6,metbk_a_dcl_instrument
18,7.41,985.02,3722267189.77,8.45,266.9,2.11,JSON_Data,1,3702327530.0,51.29,port_timestamp,ok,69.453,3.5053,7.696,1.7,metbk_a_dcl_instrument
19,7.47,984.95,3722267189.77,8.09,265.9,3.04,JSON_Data,1,3702327563.79,51.17,port_timestamp,ok,70.279,3.5053,7.697,1.8,metbk_a_dcl_instrument
20,7.432,985.09,3722267189.77,8.56,266.2,2.17,JSON_Data,1,3702327628.2,50.89,port_timestamp,ok,69.718,3.5049,7.692,1.8,metbk_a_dcl_instrument
21,7.462,985.23,3722267189.77,8.15,266.1,2.76,JSON_Data,1,3702327692.54,51.24,port_timestamp,ok,71.098,3.5051,7.694,1.9,metbk_a_dcl_instrument
22,7.395,984.95,3722267189.77,8.66,266.1,0.8,JSON_Data,1,3702327756.87,51.23,port_timestamp,ok,68.474,3.5051,7.697,1.9,metbk_a_dcl_instrument
23,7.41,984.88,3722267189.77,9.01,266.1,1.38,JSON_Data,1,3702327821.14,51.08,port_timestamp,ok,68.337,3.5052,7.692,1.9,metbk_a_dcl_instrument
24,7.462,985.02,3722267189.77,8.77,266.1,2.02,JSON_Data,1,3702327886.71,50.87,port_timestamp,ok,69.217,3.505,7.691,2.0,metbk_a_dcl_instrument
25,7.447,985.02,3722267189.77,8.01,277.7,1.96,JSON_Data,1,3702327951.04,50.94,port_timestamp,ok,69.46,3.5054,7.697,2.0,metbk_a_dcl_instrument
26,7.492,985.3,3722267189.77,8.72,277.4,2.39,JSON_Data,1,3702327983.99,51.13,port_timestamp,ok,70.173,3.5052,7.695,2.0,metbk_a_dcl_instrument
27,7.462,985.5,3722267189.77,8.13,276.4,2.23,JSON_Data,1,3702328048.23,50.87,port_timestamp,ok,69.862,3.5054,7.697,2.0,metbk_a_dcl_instrument
28,7.485,985.23,3722267189.77,8.7,279.0,2.58,JSON_Data,1,3702328112.47,51.12,port_timestamp,ok,70.446,3.5054,7.696,2.0,metbk_a_dcl_instrument
29,7.492,985.23,3722267189.77,8.3,282.2,1.71,JSON_Data,1,3702328176.8,51.13,port_timestamp,ok,70.825,3.5055,7.7,2.0,metbk_a_dcl_instrument
30,7.5,985.5,3722267189.77,7.31,287.4,2.63,JSON_Data,1,3702328241.72,51.08,port_timestamp,ok,71.652,3.5053,7.626,1.8,metbk_a_dcl_instrument
31,7.455,985.57,3722267189.77,8.14,300.3,1.81,JSON_Data,1,3702328370.22,51.19,port_timestamp,ok,71.553,3.5055,7.704,2.1,metbk_a_dcl_instrument
32,7.47,985.36,3722267189.77,7.11,304.5,1.54,JSON_Data,1,3702328402.79,51.18,port_timestamp,ok,72.507,3.5052,7.694,2.2,metbk_a_dcl_instrument
33,7.485,985.3,3722267189.77,7.48,304.6,2.09,JSON_Data,1,3702328467.03,51.2,port_timestamp,ok,73.514,3.5048,7.693,2.1,metbk_a_dcl_instrument
34,7.425,984.95,3722267189.77,7.17,309.6,1.97,JSON_Data,1,3702328531.27,51.05,port_timestamp,ok,72.621,3.505,7.692,2.3,metbk_a_dcl_instrument
35,7.432,985.43,3722267189.77,8.62,310.4,1.24,JSON_Data,1,3702328596.43,51.09,port_timestamp,ok,72.144,3.5051,7.696,2.3,metbk_a_dcl_instrument
36,7.364,985.3,3722267189.77,8.29,307.0,-0.15,JSON_Data,1,3702328661.2,51.14,port_timestamp,ok,70.795,3.5052,7.696,2.2,metbk_a_dcl_instrument
37,7.221,985.02,3722267189.77,8.74,304.7,-0.6,JSON_Data,1,3702328725.45,51.22,port_timestamp,ok,70.969,3.5049,7.694,1.9,metbk_a_dcl_instrument
38,7.086,985.64,3722267189.77,8.51,295.0,-0.53,JSON_Data,1,3702328789.73,50.98,port_timestamp,ok,69.984,3.5049,7.694,1.7,metbk_a_dcl_instrument
39,7.063,985.16,3722267189.77,7.63,285.9,-0.09,JSON_Data,1,3702328822.79,50.94,port_timestamp,ok,70.454,3.5052,7.695,1.5,metbk_a_dcl_instrument
40,7.048,985.23,3722267189.77,7.58,279.9,0.27,JSON_Data,1,3702328887.36,51.05,port_timestamp,ok,70.469,3.5052,7.696,1.4,metbk_a_dcl_instrument
41,7.086,985.3,3722267189.77,8.27,279.9,0.34,JSON_Data,1,3702328951.75,51.25,port_timestamp,ok,70.795,3.5048,7.693,1.6,metbk_a_dcl_instrument
42,7.086,985.36,3722267189.77,7.9,279.9,0.62,JSON_Data,1,3702329016.55,50.91,port_timestamp,ok,70.757,3.5052,7.695,1.6,metbk_a_dcl_instrument
43,7.124,985.57,3722267189.77,7.61,279.9,0.71,JSON_Data,1,3702329080.86,51.11,port_timestamp,ok,71.75,3.5052,7.698,1.6,metbk_a_dcl_instrument
44,7.139,985.78,3722267189.77,7.78,260.6,1.47,JSON_Data,1,3702329146.14,50.97,port_timestamp,ok,71.795,3.505,7.69,1.5,metbk_a_dcl_instrument
45,7.154,985.36,3722267189.77,8.03,260.3,1.09,JSON_Data,1,3702329210.74,51.44,port_timestamp,ok,71.818,3.5047,7.533,1.5,metbk_a_dcl_instrument
46,7.191,985.09,3722267189.77,7.8,259.2,1.04,JSON_Data,1,3702329242.98,51.31,port_timestamp,ok,71.53,3.5047,7.698,1.5,metbk_a_dcl_instrument
47,7.206,985.57,3722267189.77,7.99,258.1,1.0,JSON_Data,1,3702329307.66,51.37,port_timestamp,ok,71.386,3.5049,7.691,1.4,metbk_a_dcl_instrument
48,7.229,985.43,3722267189.77,7.88,258.5,1.61,JSON_Data,1,3702329371.96,51.03,port_timestamp,ok,72.424,3.505,7.693,1.5,metbk_a_dcl_instrument
49,7.304,985.36,3722267189.77,6.72,259.8,1.23,JSON_Data,1,3702329436.27,50.91,port_timestamp,ok,73.408,3.5044,7.688,1.4,metbk_a_dcl_instrument
50,7.304,985.78,3722267189.77,7.6,259.9,0.07,JSON_Data,1,3702329500.5,50.94,port_timestamp,ok,72.341,3.5045,7.689,1.5,metbk_a_dcl_instrument
51,7.274,985.16,3722267189.77,8.08,259.8,0.99,JSON_Data,1,3702329564.8,51.19,port_timestamp,ok,71.424,3.5048,7.69,1.7,metbk_a_dcl_instrument
52,7.334,985.09,3722267189.77,7.89,260.1,-0.47,JSON_Data,1,3702329629.3,50.97,port_timestamp,ok,72.568,3.5049,7.691,1.4,metbk_a_dcl_instrument
53,7.38,985.43,3722267189.77,6.26,261.2,0.37,JSON_Data,1,3702329662.78,51.01,port_timestamp,ok,73.408,3.5048,7.69,1.6,metbk_a_dcl_instrument
54,7.319,985.23,3722267189.77,7.44,262.9,2.03,JSON_Data,1,3702329727.2,50.95,port_timestamp,ok,72.674,3.5045,7.687,1.7,metbk_a_dcl_instrument
55,7.349,985.57,3722267189.77,8.24,263.7,1.11,JSON_Data,1,3702329791.49,51.19,port_timestamp,ok,72.379,3.5048,7.689,1.7,metbk_a_dcl_instrument
56,7.334,985.36,3722267189.77,7.31,267.5,0.4,JSON_Data,1,3702329857.62,51.09,port_timestamp,ok,71.598,3.5049,7.69,1.7,metbk_a_dcl_instrument
57,7.357,985.3,3722267189.77,8.51,270.8,0.27,JSON_Data,1,3702329921.95,51.08,port_timestamp,ok,71.515,3.5047,7.689,1.8,metbk_a_dcl_instrument
58,7.349,985.3,3722267189.77,8.97,280.9,0.19,JSON_Data,1,3702329986.33,50.98,port_timestamp,ok,70.317,3.5047,7.69,1.9,metbk_a_dcl_instrument
59,7.364,985.3,3722267189.77,8.57,288.0,1.2,JSON_Data,1,3702330050.85,51.25,port_timestamp,ok,70.416,3.5046,7.594,1.9,metbk_a_dcl_instrument
60,7.402,985.3,3722267189.77,9.7,282.3,0.08,JSON_Data,1,3702330083.06,50.84,port_timestamp,ok,70.742,3.5043,7.743,2.1,metbk_a_dcl_instrument
61,7.41,985.5,3722267189.77,9.11,282.3,-0.08,JSON_Data,1,3702330147.3,50.76,port_timestamp,ok,71.007,3.5041,7.695,2.1,metbk_a_dcl_instrument
62,7.41,985.43,3722267189.77,9.37,282.3,0.04,JSON_Data,1,3702330211.82,50.75,port_timestamp,ok,71.083,3.5038,7.679,2.1,metbk_a_dcl_instrument
63,7.402,985.43,3722267189.77,8.89,277.3,1.39,JSON_Data,1,3702330276.22,50.84,port_timestamp,ok,71.235,3.5044,7.688,2.1,metbk_a_dcl_instrument
64,7.387,985.02,3722267189.77,9.86,280.0,-1.09,JSON_Data,1,3702330340.46,51.03,port_timestamp,ok,69.506,3.5044,7.685,2.2,metbk_a_dcl_instrument
65,7.38,985.36,3722267189.77,10.1,283.7,0.32,JSON_Data,1,3702330404.98,51.15,port_timestamp,ok,68.823,3.5046,7.686,2.0,metbk_a_dcl_instrument
66,7.38,985.3,3722267189.77,9.31,292.6,-0.69,JSON_Data,1,3702330470.03,51.25,port_timestamp,ok,69.582,3.5044,7.685,2.1,metbk_a_dcl_instrument
67,7.41,985.57,3722267189.77,9.76,311.7,0.51,JSON_Data,1,3702330502.76,51.08,port_timestamp,ok,69.703,3.5044,7.684,2.2,metbk_a_dcl_instrument
68,7.425,985.64,3722267189.77,9.42,327.3,0.74,JSON_Data,1,3702330567.09,50.93,port_timestamp,ok,70.742,3.5046,7.689,2.4,metbk_a_dcl_instrument
69,7.462,985.43,3722267189.77,9.34,331.9,0.45,JSON_Data,1,3702330631.35,51.26,port_timestamp,ok,72.189,3.5043,7.684,2.0,metbk_a_dcl_instrument
70,6.868,985.71,3722267189.77,11.56,330.3,3.08,JSON_Data,1,3702330695.77,51.06,port_timestamp,ok,70.014,3.5043,7.684,0.3,metbk_a_dcl_instrument
71,6.529,985.64,3722267189.77,12.64,314.8,4.97,JSON_Data,1,3702330760.02,51.13,port_timestamp,ok,68.55,3.5042,7.684,-0.6,metbk_a_dcl_instrument
72,6.439,985.36,3722267189.77,7.64,293.9,5.67,JSON_Data,1,3702330824.39,51.27,port_timestamp,ok,67.236,3.5041,7.684,-0.4,metbk_a_dcl_instrument
73,6.476,985.3,3722267189.77,7.24,279.3,4.12,JSON_Data,1,3702330888.84,51.14,port_timestamp,ok,67.843,3.5041,7.685,0.0,metbk_a_dcl_instrument
74,6.446,985.71,3722267189.77,7.91,272.3,2.53,JSON_Data,1,3702330922.77,51.1,port_timestamp,ok,67.881,3.5035,7.82,0.4,metbk_a_dcl_instrument
75,6.491,985.43,3722267189.77,8.99,266.6,1.87,JSON_Data,1,3702330987.27,51.18,port_timestamp,ok,67.904,3.5037,7.764,0.7,metbk_a_dcl_instrument
76,6.589,985.43,3722267189.77,8.46,263.6,2.3,JSON_Data,1,3702331051.5,51.17,port_timestamp,ok,69.574,3.5041,7.572,1.0,metbk_a_dcl_instrument
77,6.657,985.36,3722267189.77,8.61,262.5,1.36,JSON_Data,1,3702331117.12,51.22,port_timestamp,ok,70.878,3.5042,7.682,1.4,metbk_a_dcl_instrument
78,6.777,985.3,3722267189.77,7.53,261.6,1.69,JSON_Data,1,3702331245.62,50.9,port_timestamp,ok,73.492,3.5044,7.684,1.9,metbk_a_dcl_instrument
79,6.853,985.57,3722267189.77,8.68,261.6,1.85,JSON_Data,1,3702331309.85,51.01,port_timestamp,ok,73.915,3.5044,7.685,2.0,metbk_a_dcl_instrument
80,6.86,985.43,3722267189.77,8.32,261.6,1.31,JSON_Data,1,3702331342.76,50.86,port_timestamp,ok,74.452,3.5041,7.681,2.1,metbk_a_dcl_instrument
81,6.883,985.43,3722267189.77,8.8,261.6,0.44,JSON_Data,1,3702331407.74,51.32,port_timestamp,ok,74.792,3.504,7.68,2.4,metbk_a_dcl_instrument
82,6.845,985.23,3722267189.77,9.02,260.1,1.01,JSON_Data,1,3702331471.97,51.11,port_timestamp,ok,73.514,3.5035,5.526,2.5,metbk_a_dcl_instrument
83,6.943,985.78,3722267189.77,8.2,260.7,1.1,JSON_Data,1,3702331536.27,51.11,port_timestamp,ok,75.291,3.5036,7.678,2.5,metbk_a_dcl_instrument
84,6.988,985.02,3722267189.77,7.32,260.2,0.82,JSON_Data,1,3702331600.56,50.87,port_timestamp,ok,76.492,3.5041,7.681,2.2,metbk_a_dcl_instrument
85,6.935,985.5,3722267189.77,7.16,261.1,0.76,JSON_Data,1,3702331664.86,51.29,port_timestamp,ok,76.152,3.5042,7.684,2.4,metbk_a_dcl_instrument
86,7.003,985.3,3722267189.77,6.45,260.9,0.15,JSON_Data,1,3702331729.41,51.26,port_timestamp,ok,77.111,3.5042,7.688,2.2,metbk_a_dcl_instrument
87,6.958,985.85,3722267189.77,7.57,261.8,0.82,JSON_Data,1,3702331763.73,51.16,port_timestamp,ok,76.069,3.504,7.644,2.4,metbk_a_dcl_instrument
88,6.973,985.43,3722267189.77,7.43,262.7,0.5,JSON_Data,1,3702331827.97,51.59,port_timestamp,ok,75.646,3.5039,7.686,2.4,metbk_a_dcl_instrument
89,7.018,985.43,3722267189.77,7.14,263.6,1.47,JSON_Data,1,3702331892.19,51.2,port_timestamp,ok,76.296,3.5036,7.682,2.2,metbk_a_dcl_instrument
90,6.988,985.3,3722267189.77,7.12,263.0,0.66,JSON_Data,1,3702331956.43,51.19,port_timestamp,ok,75.623,3.5045,7.604,2.3,metbk_a_dcl_instrument
91,7.048,985.5,3722267189.77,6.79,263.9,0.85,JSON_Data,1,3702332020.67,51.11,port_timestamp,ok,75.843,3.5044,7.683,2.5,metbk_a_dcl_instrument
92,7.124,985.64,3722267189.77,7.56,265.2,0.86,JSON_Data,1,3702332084.89,51.11,port_timestamp,ok,76.197,3.504,7.681,2.5,metbk_a_dcl_instrument
93,7.101,985.57,3722267189.77,7.11,264.8,0.35,JSON_Data,1,3702332149.14,51.17,port_timestamp,ok,75.148,3.5043,7.684,2.4,metbk_a_dcl_instrument
94,7.176,985.92,3722267189.77,6.81,265.8,0.31,JSON_Data,1,3702332182.75,51.35,port_timestamp,ok,76.107,3.5041,7.683,2.7,metbk_a_dcl_instrument
95,7.199,985.3,3722267189.77,6.92,266.8,-0.14,JSON_Data,1,3702332247.02,51.24,port_timestamp,ok,76.243,3.5042,7.682,2.5,metbk_a_dcl_instrument
96,7.169,985.3,3722267189.77,8.34,265.8,-0.64,JSON_Data,1,3702332311.25,50.98,port_timestamp,ok,74.316,3.5042,7.685,2.5,metbk_a_dcl_instrument
97,7.199,985.3,3722267189.77,8.11,266.4,-0.24,JSON_Data,1,3702332375.69,51.11,port_timestamp,ok,72.53,3.5037,7.678,2.7,metbk_a_dcl_instrument
98,7.274,985.36,3722267189.77,10.01,266.7,-0.57,JSON_Data,1,3702332440.18,51.06,port_timestamp,ok,72.788,3.5036,7.677,2.7,metbk_a_dcl_instrument
99,7.259,985.3,3722267189.77,8.62,266.7,1.08,JSON_Data,1,3702332504.43,51.22,port_timestamp,ok,71.939,3.5036,7.677,2.9,metbk_a_dcl_instrument
100,7.312,985.78,3722267189.77,10.73,266.7,0.66,JSON_Data,1,3702332568.89,50.9,port_timestamp,ok,71.508,3.5037,7.678,3.0,metbk_a_dcl_instrument
101,7.312,985.85,3722267189.77,10.42,266.7,0.35,JSON_Data,1,3702332602.74,51.16,port_timestamp,ok,70.947,3.5038,7.678,3.0,metbk_a_dcl_instrument
102,7.342,985.64,3722267189.77,9.83,272.7,1.09,JSON_Data,1,3702332666.98,51.09,port_timestamp,ok,71.841,3.5043,7.683,2.9,metbk_a_dcl_instrument
103,7.357,985.43,3722267189.77,8.92,274.9,0.3,JSON_Data,1,3702332731.24,50.99,port_timestamp,ok,72.735,3.5046,7.693,2.8,metbk_a_dcl_instrument
104,7.364,985.57,3722267189.77,9.23,271.9,0.4,JSON_Data,1,3702332795.95,51.31,port_timestamp,ok,73.022,3.5046,7.692,2.9,metbk_a_dcl_instrument
105,7.372,985.71,3722267189.77,9.23,270.3,0.51,JSON_Data,1,3702332860.41,51.09,port_timestamp,ok,73.09,3.5045,7.642,2.9,metbk_a_dcl_instrument
106,7.395,985.3,3722267189.77,9.38,268.0,-0.23,JSON_Data,1,3702332925.39,51.34,port_timestamp,ok,73.847,3.5046,7.682,2.7,metbk_a_dcl_instrument
107,7.372,985.57,3722267189.77,9.62,268.7,0.47,JSON_Data,1,3702332990.18,51.0,port_timestamp,ok,73.454,3.5047,7.688,2.7,metbk_a_dcl_instrument
108,7.417,985.36,3722267189.77,8.6,268.5,0.48,JSON_Data,1,3702333023.19,50.91,port_timestamp,ok,74.535,3.5048,7.689,2.6,metbk_a_dcl_instrument
109,7.395,985.43,3722267189.77,7.86,269.5,-0.66,JSON_Data,1,3702333088.61,50.97,port_timestamp,ok,74.702,3.5047,7.688,2.4,metbk_a_dcl_instrument
110,7.402,985.64,3722267189.77,8.32,270.3,-0.6,JSON_Data,1,3702333152.98,50.9,port_timestamp,ok,74.83,3.5046,7.687,2.3,metbk_a_dcl_instrument
111,7.38,985.5,3722267189.77,9.13,271.1,0.56,JSON_Data,1,3702333217.21,51.15,port_timestamp,ok,74.218,3.5046,7.687,2.4,metbk_a_dcl_instrument
112,7.364,985.71,3722267189.77,9.75,270.4,0.24,JSON_Data,1,3702333281.77,50.95,port_timestamp,ok,74.21,3.5045,7.685,2.5,metbk_a_dcl_instrument
113,7.395,985.78,3722267189.77,9.23,271.7,-1.34,JSON_Data,1,3702333346.0,51.08,port_timestamp,ok,73.824,3.5045,7.686,2.4,metbk_a_dcl_instrument
114,7.417,986.12,3722267189.77,9.14,271.4,0.19,JSON_Data,1,3702333410.33,50.91,port_timestamp,ok,74.346,3.5049,7.689,2.4,metbk_a_dcl_instrument
115,7.41,985.43,3722267189.77,8.92,271.9,-1.3,JSON_Data,1,3702333442.73,51.01,port_timestamp,ok,74.732,3.505,7.691,2.4,metbk_a_dcl_instrument
116,7.349,985.5,3722267189.77,9.14,272.3,-0.89,JSON_Data,1,3702333507.56,51.27,port_timestamp,ok,72.735,3.5049,7.691,2.4,metbk_a_dcl_instrument
117,7.402,985.64,3722267189.77,10.02,272.8,-1.18,JSON_Data,1,3702333571.83,51.06,port_timestamp,ok,72.674,3.5048,7.689,2.4,metbk_a_dcl_instrument
118,7.372,985.5,3722267189.77,9.68,273.4,-0.51,JSON_Data,1,3702333636.52,51.34,port_timestamp,ok,71.265,3.5047,7.658,2.4,metbk_a_dcl_instrument
119,7.395,985.64,3722267189.77,9.81,273.4,-1.07,JSON_Data,1,3702333701.53,50.86,port_timestamp,ok,71.348,3.5046,7.592,2.5,metbk_a_dcl_instrument
120,7.447,985.85,3722267189.77,10.4,273.4,-0.95,JSON_Data,1,3702333765.8,50.99,port_timestamp,ok,72.348,3.5045,7.692,2.4,metbk_a_dcl_instrument
121,7.417,985.71,3722267189.77,9.24,280.8,-0.49,JSON_Data,1,3702333830.04,50.83,port_timestamp,ok,72.507,3.5045,7.681,2.4,metbk_a_dcl_instrument
122,7.455,985.3,3722267189.77,9.58,286.0,-1.52,JSON_Data,1,3702333862.72,50.96,port_timestamp,ok,72.545,3.5044,7.682,2.4,metbk_a_dcl_instrument
123,7.417,985.85,3722267189.77,10.11,290.3,-0.41,JSON_Data,1,3702333927.45,50.99,port_timestamp,ok,71.439,3.5041,7.682,2.5,metbk_a_dcl_instrument
124,7.447,985.5,3722267189.77,9.67,293.3,-0.69,JSON_Data,1,3702333991.79,51.18,port_timestamp,ok,71.72,3.5037,7.678,2.6,metbk_a_dcl_instrument
125,7.507,985.57,3722267189.77,9.99,302.2,0.31,JSON_Data,1,3702334056.05,50.92,port_timestamp,ok,72.841,3.5036,7.675,2.6,metbk_a_dcl_instrument
126,7.447,985.57,3722267189.78,10.1,321.8,-0.06,JSON_Data,1,3702334120.37,50.97,port_timestamp,ok,70.81,3.5041,7.681,2.7,metbk_a_dcl_instrument
127,7.154,985.43,3722267189.78,14.21,327.4,1.36,JSON_Data,1,3702334184.6,51.13,port_timestamp,ok,71.318,3.5044,7.682,2.4,metbk_a_dcl_instrument
128,7.026,985.92,3722267189.78,13.46,328.3,0.82,JSON_Data,1,3702334248.89,50.86,port_timestamp,ok,74.49,3.5042,7.681,1.9,metbk_a_dcl_instrument
129,6.755,985.78,3722267189.78,13.59,333.4,1.64,JSON_Data,1,3702334282.83,51.47,port_timestamp,ok,73.628,3.5038,7.677,1.4,metbk_a_dcl_instrument
130,6.567,985.78,3722267189.78,14.0,328.9,3.29,JSON_Data,1,3702334343.28,51.13,port_timestamp,ok,72.53,3.504,7.679,0.7,metbk_a_dcl_instrument
131,6.379,986.12,3722267189.78,14.95,322.4,1.29,JSON_Data,1,3702334407.51,51.1,port_timestamp,ok,63.382,3.5044,7.685,0.5,metbk_a_dcl_instrument
132,6.386,985.92,3722267189.78,9.75,317.8,0.28,JSON_Data,1,3702334471.75,51.14,port_timestamp,ok,66.643,3.5043,7.684,0.7,metbk_a_dcl_instrument
133,6.431,985.78,3722267189.78,8.91,304.2,0.34,JSON_Data,1,3702334600.43,51.28,port_timestamp,ok,65.549,3.5045,7.701,1.4,metbk_a_dcl_instrument
134,6.529,985.71,3722267189.78,9.52,295.3,-0.2,JSON_Data,1,3702334666.38,51.32,port_timestamp,ok,68.504,3.5045,7.689,1.8,metbk_a_dcl_instrument
135,6.567,985.43,3722267189.78,8.57,286.9,-0.42,JSON_Data,1,3702334730.63,51.41,port_timestamp,ok,69.915,3.5043,7.683,2.1,metbk_a_dcl_instrument
136,6.597,985.64,3722267189.78,10.2,277.1,-1.04,JSON_Data,1,3702334763.63,50.95,port_timestamp,ok,66.499,3.5043,7.681,2.4,metbk_a_dcl_instrument
137,6.657,985.43,3722267189.78,10.25,277.1,-1.54,JSON_Data,1,3702334827.94,50.94,port_timestamp,ok,68.094,3.5041,7.681,2.3,metbk_a_dcl_instrument
138,6.65,985.57,3722267189.78,9.11,277.1,-1.21,JSON_Data,1,3702334893.03,51.13,port_timestamp,ok,69.301,3.5038,7.679,2.3,metbk_a_dcl_instrument
139,6.665,985.85,3722267189.78,8.75,277.1,-0.41,JSON_Data,1,3702334957.36,51.31,port_timestamp,ok,68.853,3.5041,7.679,2.4,metbk_a_dcl_instrument
140,6.77,985.71,3722267189.78,9.11,267.2,-1.14,JSON_Data,1,3702335021.59,51.2,port_timestamp,ok,70.659,3.5038,7.678,2.2,metbk_a_dcl_instrument
141,6.665,985.5,3722267189.78,8.74,267.0,-0.4,JSON_Data,1,3702335085.82,51.2,port_timestamp,ok,66.491,3.5041,7.678,2.4,metbk_a_dcl_instrument
142,6.732,985.57,3722267189.78,9.01,267.2,-0.62,JSON_Data,1,3702335150.2,50.97,port_timestamp,ok,66.111,3.5041,7.682,2.3,metbk_a_dcl_instrument
143,6.725,985.71,3722267189.78,10.26,266.9,-0.14,JSON_Data,1,3702335182.72,51.18,port_timestamp,ok,65.184,3.5039,7.678,2.4,metbk_a_dcl_instrument
144,6.74,985.85,3722267189.78,9.19,267.9,-0.79,JSON_Data,1,3702335247.33,51.59,port_timestamp,ok,65.693,3.504,7.681,2.5,metbk_a_dcl_instrument
145,6.785,985.85,3722267189.78,8.81,268.6,0.92,JSON_Data,1,3702335311.64,51.08,port_timestamp,ok,67.092,3.5041,7.682,2.4,metbk_a_dcl_instrument
146,6.793,985.71,3722267189.78,8.37,269.2,-1.04,JSON_Data,1,3702335375.92,51.07,port_timestamp,ok,65.64,3.5042,7.682,2.5,metbk_a_dcl_instrument
147,6.883,985.57,3722267189.78,8.85,267.5,-0.59,JSON_Data,1,3702335504.46,51.28,port_timestamp,ok,68.01,3.5041,7.862,2.4,metbk_a_dcl_instrument
148,6.875,985.71,3722267189.78,8.73,267.1,-0.58,JSON_Data,1,3702335568.86,51.54,port_timestamp,ok,67.73,3.5042,7.714,2.4,metbk_a_dcl_instrument
149,6.86,986.12,3722267189.78,9.36,266.3,0.23,JSON_Data,1,3702335602.7,51.29,port_timestamp,ok,65.838,3.5041,7.679,2.3,metbk_a_dcl_instrument
150,6.913,985.5,3722267189.78,9.25,265.4,-0.77,JSON_Data,1,3702335667.13,51.2,port_timestamp,ok,66.028,3.5041,7.681,2.3,metbk_a_dcl_instrument
151,6.966,985.78,3722267189.78,8.57,264.0,0.03,JSON_Data,1,3702335731.56,51.21,port_timestamp,ok,67.449,3.5042,7.683,2.4,metbk_a_dcl_instrument
