dim_0,amplitude_beam1,amplitude_beam2,amplitude_beam3,analog1,battery_voltage_dV,date_time_string,driver_timestamp,error_code,heading_decidegree,internal_timestamp,pitch_decidegree,pkt_format_id,pkt_version,preferred_timestamp,pressure_mbar,quality_flag,roll_decidegree,sound_speed_dms,status,stream_name,temperature_centidegree,velocity_beam1,velocity_beam2,velocity_beam3
59,79,74,70,0,116,2017/05/10 09:34:02,3722783895.26,0,1981,3703397642.0,-52,JSON_Data,1,internal_timestamp,14107,ok,-17,14803,17,velpt_ab_dcl_diagnostics,744,540,630,-534
60,79,70,69,0,116,2017/05/10 09:34:03,3722783895.26,0,2234,3703397643.0,-51,JSON_Data,1,internal_timestamp,13607,ok,-18,14803,17,velpt_ab_dcl_diagnostics,744,236,-211,-365
61,77,71,76,0,116,2017/05/10 09:34:04,3722783895.26,0,2283,3703397644.0,-6,JSON_Data,1,internal_timestamp,13072,ok,-12,14803,17,velpt_ab_dcl_diagnostics,744,59,-413,-660
62,75,74,72,0,116,2017/05/10 09:34:05,3722783895.27,0,2309,3703397645.0,9,JSON_Data,1,internal_timestamp,12254,ok,-2,14803,17,velpt_ab_dcl_diagnostics,744,-121,-19,-143
63,72,75,76,0,116,2017/05/10 09:34:06,3722783895.27,0,2363,3703397646.0,20,JSON_Data,1,internal_timestamp,12406,ok,-100,14803,17,velpt_ab_dcl_diagnostics,744,-190,309,908
64,72,78,69,0,116,2017/05/10 09:34:07,3722783895.27,0,2405,3703397647.0,48,JSON_Data,1,internal_timestamp,13133,ok,-76,14803,17,velpt_ab_dcl_diagnostics,744,-524,955,-64
65,73,76,71,0,116,2017/05/10 09:34:08,3722783895.27,0,2174,3703397648.0,29,JSON_Data,1,internal_timestamp,12941,ok,-153,14803,17,velpt_ab_dcl_diagnostics,744,277,-112,-100
66,79,73,69,0,116,2017/05/10 09:34:09,3722783895.27,0,2510,3703397649.0,27,JSON_Data,1,internal_timestamp,12941,ok,-42,14803,17,velpt_ab_dcl_diagnostics,744,50,-636,505
67,71,76,67,0,116,2017/05/10 09:34:10,3722783895.27,0,2549,3703397650.0,62,JSON_Data,1,internal_timestamp,13695,ok,1,14803,17,velpt_ab_dcl_diagnostics,744,9,-437,726
68,73,81,79,0,116,2017/05/10 09:34:11,3722783895.27,0,2389,3703397651.0,51,JSON_Data,1,internal_timestamp,14410,ok,-19,14803,17,velpt_ab_dcl_diagnostics,744,743,-477,-685
69,68,74,70,0,116,2017/05/10 09:34:12,3722783895.27,0,2489,3703397652.0,10,JSON_Data,1,internal_timestamp,13610,ok,51,14803,17,velpt_ab_dcl_diagnostics,744,464,226,-679
70,71,70,75,0,116,2017/05/10 09:34:13,3722783895.27,0,2559,3703397653.0,-10,JSON_Data,1,internal_timestamp,13051,ok,-12,14803,17,velpt_ab_dcl_diagnostics,744,78,654,-407
71,74,79,74,0,116,2017/05/10 09:34:14,3722783895.27,0,2395,3703397654.0,11,JSON_Data,1,internal_timestamp,12809,ok,-80,14803,17,velpt_ab_dcl_diagnostics,744,-182,95,-324
72,74,73,78,0,116,2017/05/10 09:34:15,3722783895.27,0,2382,3703397655.0,31,JSON_Data,1,internal_timestamp,12399,ok,-66,14803,17,velpt_ab_dcl_diagnostics,744,16,-252,260
73,72,72,72,0,116,2017/05/10 09:34:16,3722783895.27,0,2368,3703397656.0,27,JSON_Data,1,internal_timestamp,13071,ok,-55,14803,17,velpt_ab_dcl_diagnostics,744,69,171,1013
74,78,75,70,0,116,2017/05/10 09:34:17,3722783895.27,0,2322,3703397657.0,19,JSON_Data,1,internal_timestamp,14074,ok,-62,14803,17,velpt_ab_dcl_diagnostics,744,523,463,78
75,74,79,75,0,116,2017/05/10 09:34:18,3722783895.27,0,2450,3703397658.0,-45,JSON_Data,1,internal_timestamp,13940,ok,-59,14803,17,velpt_ab_dcl_diagnostics,744,577,-269,-578
76,72,79,71,0,116,2017/05/10 09:34:19,3722783895.27,0,2589,3703397659.0,-21,JSON_Data,1,internal_timestamp,13295,ok,6,14803,17,velpt_ab_dcl_diagnostics,744,-279,-202,-663
77,76,76,72,0,116,2017/05/10 09:34:20,3722783895.27,0,2469,3703397660.0,27,JSON_Data,1,internal_timestamp,12417,ok,-18,14803,17,velpt_ab_dcl_diagnostics,744,-374,-91,-142
78,69,76,71,0,116,2017/05/10 09:34:21,3722783895.27,0,2406,3703397661.0,54,JSON_Data,1,internal_timestamp,12405,ok,-54,14803,17,velpt_ab_dcl_diagnostics,744,2,18,876
79,74,80,70,0,116,2017/05/10 09:34:22,3722783895.27,0,2399,3703397662.0,50,JSON_Data,1,internal_timestamp,13179,ok,-51,14803,17,velpt_ab_dcl_diagnostics,744,-118,282,148
80,75,79,69,0,116,2017/05/10 09:34:23,3722783895.27,0,2329,3703397663.0,34,JSON_Data,1,internal_timestamp,13170,ok,-85,14803,17,velpt_ab_dcl_diagnostics,744,225,299,-118
81,89,75,74,0,116,2017/05/10 09:34:24,3722783895.27,0,2479,3703397664.0,13,JSON_Data,1,internal_timestamp,13297,ok,-96,14803,17,velpt_ab_dcl_diagnostics,744,82,90,1182
82,76,83,71,0,116,2017/05/10 09:34:25,3722783895.27,0,2434,3703397665.0,10,JSON_Data,1,internal_timestamp,14467,ok,-55,14803,17,velpt_ab_dcl_diagnostics,744,3,0,-127
83,78,72,75,0,116,2017/05/10 09:34:26,3722783895.27,0,2296,3703397666.0,7,JSON_Data,1,internal_timestamp,14031,ok,-69,14803,17,velpt_ab_dcl_diagnostics,744,467,-582,-391
84,74,81,72,0,116,2017/05/10 09:34:27,3722783895.27,0,2615,3703397667.0,5,JSON_Data,1,internal_timestamp,13607,ok,27,14803,17,velpt_ab_dcl_diagnostics,744,-50,-609,-90
85,81,72,70,0,116,2017/05/10 09:34:28,3722783895.27,0,2510,3703397668.0,42,JSON_Data,1,internal_timestamp,13225,ok,27,14803,17,velpt_ab_dcl_diagnostics,744,-44,22,-520
86,74,74,71,0,116,2017/05/10 09:34:29,3722783895.27,0,2500,3703397669.0,17,JSON_Data,1,internal_timestamp,12458,ok,-9,14803,17,velpt_ab_dcl_diagnostics,744,42,460,-223
87,79,79,74,0,116,2017/05/10 09:34:30,3722783895.27,0,2500,3703397670.0,-1,JSON_Data,1,internal_timestamp,12286,ok,-53,14803,17,velpt_ab_dcl_diagnostics,744,-147,787,330
88,70,77,76,0,116,2017/05/10 09:34:31,3722783895.27,0,2380,3703397671.0,10,JSON_Data,1,internal_timestamp,12593,ok,-97,14803,17,velpt_ab_dcl_diagnostics,744,-180,869,102
89,74,74,75,0,116,2017/05/10 09:34:32,3722783895.27,0,2533,3703397672.0,8,JSON_Data,1,internal_timestamp,12799,ok,-123,14803,17,velpt_ab_dcl_diagnostics,744,-108,9,593
90,74,73,69,0,116,2017/05/10 09:34:33,3722783895.27,0,2517,3703397673.0,41,JSON_Data,1,internal_timestamp,13468,ok,-82,14803,17,velpt_ab_dcl_diagnostics,745,-276,-563,574
91,71,70,69,0,116,2017/05/10 09:34:34,3722783895.27,0,2340,3703397674.0,75,JSON_Data,1,internal_timestamp,14031,ok,-51,14803,17,velpt_ab_dcl_diagnostics,744,394,-270,-391
92,76,76,71,0,116,2017/05/10 09:34:35,3722783895.27,0,2346,3703397675.0,12,JSON_Data,1,internal_timestamp,13518,ok,-42,14803,17,velpt_ab_dcl_diagnostics,745,646,59,-849
93,75,72,74,0,116,2017/05/10 09:34:36,3722783895.27,0,2688,3703397676.0,-18,JSON_Data,1,internal_timestamp,12634,ok,-32,14803,17,velpt_ab_dcl_diagnostics,745,-414,-553,113
94,69,76,73,0,116,2017/05/10 09:34:37,3722783895.27,0,2713,3703397677.0,94,JSON_Data,1,internal_timestamp,12898,ok,39,14803,17,velpt_ab_dcl_diagnostics,745,-383,-15,1091
95,71,80,69,0,116,2017/05/10 09:34:38,3722783895.27,0,2466,3703397678.0,94,JSON_Data,1,internal_timestamp,13792,ok,-36,14803,17,velpt_ab_dcl_diagnostics,745,6,31,-93
96,80,74,82,0,116,2017/05/10 09:34:39,3722783895.27,0,2381,3703397679.0,35,JSON_Data,1,internal_timestamp,13450,ok,-33,14803,17,velpt_ab_dcl_diagnostics,745,518,45,-141
97,72,74,73,0,116,2017/05/10 09:34:40,3722783895.27,0,2586,3703397680.0,0,JSON_Data,1,internal_timestamp,13403,ok,-24,14803,17,velpt_ab_dcl_diagnostics,745,179,-33,240
98,90,83,71,0,116,2017/05/10 09:34:41,3722783895.27,0,2536,3703397681.0,20,JSON_Data,1,internal_timestamp,13633,ok,-39,14803,17,velpt_ab_dcl_diagnostics,745,285,238,70
99,73,74,72,0,116,2017/05/10 09:34:42,3722783895.27,0,2519,3703397682.0,-2,JSON_Data,1,internal_timestamp,13657,ok,-66,14803,17,velpt_ab_dcl_diagnostics,745,504,-321,-323
100,34,35,40,0,116,2017/05/10 21:34:04,3722783895.27,0,1245,3703440844.0,25,JSON_Data,1,internal_timestamp,13014,ok,-93,14803,33,velpt_ab_dcl_diagnostics,744,-1230,-331,-3040
101,65,67,66,0,116,2017/05/10 21:34:05,3722783895.27,0,1311,3703440845.0,-45,JSON_Data,1,internal_timestamp,12518,ok,-15,14803,33,velpt_ab_dcl_diagnostics,744,-182,-28,800
102,67,67,63,0,116,2017/05/10 21:34:06,3722783895.27,0,1310,3703440846.0,-54,JSON_Data,1,internal_timestamp,13683,ok,-42,14803,33,velpt_ab_dcl_diagnostics,744,-103,-587,934
103,64,68,64,0,116,2017/05/10 21:34:07,3722783895.27,0,1232,3703440847.0,-28,JSON_Data,1,internal_timestamp,14348,ok,-73,14803,33,velpt_ab_dcl_diagnostics,744,687,23,-761
104,68,70,63,0,116,2017/05/10 21:34:08,3722783895.27,0,1317,3703440848.0,24,JSON_Data,1,internal_timestamp,13634,ok,6,14803,33,velpt_ab_dcl_diagnostics,744,716,95,-937
105,67,65,67,0,116,2017/05/10 21:34:09,3722783895.27,0,1608,3703440849.0,44,JSON_Data,1,internal_timestamp,12748,ok,33,14803,33,velpt_ab_dcl_diagnostics,744,-309,-144,-481
106,67,67,63,0,116,2017/05/10 21:34:10,3722783895.27,0,1514,3703440850.0,27,JSON_Data,1,internal_timestamp,12276,ok,-49,14803,33,velpt_ab_dcl_diagnostics,744,-805,203,-75
107,66,65,60,0,116,2017/05/10 21:34:11,3722783895.27,0,1470,3703440851.0,-37,JSON_Data,1,internal_timestamp,12748,ok,-70,14803,33,velpt_ab_dcl_diagnostics,744,-566,336,542
108,71,70,64,0,116,2017/05/10 21:34:12,3722783895.27,0,1436,3703440852.0,-39,JSON_Data,1,internal_timestamp,13387,ok,-62,14803,33,velpt_ab_dcl_diagnostics,744,-544,184,38
109,69,65,70,0,116,2017/05/10 21:34:13,3722783895.27,0,1345,3703440853.0,-44,JSON_Data,1,internal_timestamp,13359,ok,-76,14803,33,velpt_ab_dcl_diagnostics,744,133,207,35
110,65,69,64,0,116,2017/05/10 21:34:14,3722783895.27,0,1472,3703440854.0,-5,JSON_Data,1,internal_timestamp,13615,ok,-39,14803,33,velpt_ab_dcl_diagnostics,744,607,-66,129
111,74,66,67,0,116,2017/05/10 21:34:15,3722783895.27,0,1631,3703440855.0,20,JSON_Data,1,internal_timestamp,13830,ok,-11,14803,33,velpt_ab_dcl_diagnostics,744,355,-399,-78
112,65,67,67,0,116,2017/05/10 21:34:16,3722783895.27,0,1518,3703440856.0,37,JSON_Data,1,internal_timestamp,13651,ok,-27,14803,33,velpt_ab_dcl_diagnostics,744,457,330,-350
113,68,69,66,0,116,2017/05/10 21:34:17,3722783895.27,0,1549,3703440857.0,4,JSON_Data,1,internal_timestamp,13437,ok,11,14803,33,velpt_ab_dcl_diagnostics,744,338,578,67
114,65,71,63,0,116,2017/05/10 21:34:18,3722783895.27,0,1663,3703440858.0,-12,JSON_Data,1,internal_timestamp,13404,ok,12,14803,33,velpt_ab_dcl_diagnostics,744,199,-128,-628
115,71,70,67,0,116,2017/05/10 21:34:19,3722783895.27,0,1673,3703440859.0,28,JSON_Data,1,internal_timestamp,12587,ok,-8,14803,33,velpt_ab_dcl_diagnostics,744,-163,-506,-81
116,66,73,69,0,116,2017/05/10 21:34:20,3722783895.27,0,1630,3703440860.0,42,JSON_Data,1,internal_timestamp,12790,ok,-56,14803,33,velpt_ab_dcl_diagnostics,744,-314,-101,1072
117,67,71,63,0,116,2017/05/10 21:34:21,3722783895.27,0,1639,3703440861.0,33,JSON_Data,1,internal_timestamp,13548,ok,-50,14803,33,velpt_ab_dcl_diagnostics,744,-492,455,-114
118,69,65,63,0,116,2017/05/10 21:34:22,3722783895.27,0,1519,3703440862.0,-44,JSON_Data,1,internal_timestamp,13296,ok,-78,14803,33,velpt_ab_dcl_diagnostics,744,55,613,-613
119,69,67,66,0,116,2017/05/10 21:34:23,3722783895.27,0,1708,3703440863.0,-48,JSON_Data,1,internal_timestamp,12844,ok,-28,14803,33,velpt_ab_dcl_diagnostics,744,230,-188,349
120,69,70,64,0,116,2017/05/10 21:34:24,3722783895.27,0,1919,3703440864.0,9,JSON_Data,1,internal_timestamp,13203,ok,-19,14803,33,velpt_ab_dcl_diagnostics,744,-489,-575,589
121,68,70,68,0,116,2017/05/10 21:34:25,3722783895.27,0,1711,3703440865.0,38,JSON_Data,1,internal_timestamp,13708,ok,-57,14803,33,velpt_ab_dcl_diagnostics,744,3,-365,-191
122,69,66,59,0,116,2017/05/10 21:34:26,3722783895.27,0,1653,3703440866.0,14,JSON_Data,1,internal_timestamp,13497,ok,-36,14803,33,velpt_ab_dcl_diagnostics,744,616,208,-124
123,66,69,67,0,116,2017/05/10 21:34:27,3722783895.27,0,1899,3703440867.0,13,JSON_Data,1,internal_timestamp,13553,ok,16,14803,33,velpt_ab_dcl_diagnostics,744,494,-336,-35
124,62,67,64,0,116,2017/05/10 21:34:28,3722783895.27,0,1905,3703440868.0,54,JSON_Data,1,internal_timestamp,13425,ok,24,14803,33,velpt_ab_dcl_diagnostics,744,210,-77,-287
125,66,68,61,0,116,2017/05/10 21:34:29,3722783895.28,0,1918,3703440869.0,25,JSON_Data,1,internal_timestamp,13051,ok,8,14803,33,velpt_ab_dcl_diagnostics,744,-67,98,196
126,67,66,66,0,116,2017/05/10 21:34:30,3722783895.28,0,1913,3703440870.0,7,JSON_Data,1,internal_timestamp,13221,ok,-21,14803,33,velpt_ab_dcl_diagnostics,744,-521,-308,266
127,67,68,61,0,116,2017/05/10 21:34:31,3722783895.28,0,1807,3703440871.0,56,JSON_Data,1,internal_timestamp,13454,ok,-48,14803,33,velpt_ab_dcl_diagnostics,744,-311,168,-30
128,68,73,65,0,116,2017/05/10 21:34:32,3722783895.28,0,1849,3703440872.0,15,JSON_Data,1,internal_timestamp,13205,ok,-54,14803,33,velpt_ab_dcl_diagnostics,744,149,429,-237
129,66,72,75,0,116,2017/05/10 21:34:33,3722783895.28,0,1970,3703440873.0,-7,JSON_Data,1,internal_timestamp,12920,ok,-24,14803,33,velpt_ab_dcl_diagnostics,744,-86,-126,-300
130,67,68,68,0,116,2017/05/10 21:34:34,3722783895.28,0,1870,3703440874.0,28,JSON_Data,1,internal_timestamp,12811,ok,-32,14803,33,velpt_ab_dcl_diagnostics,744,109,97,99
