reference_designator,data_source,type_list,ingest_csv_filename,platform,deployment#,uframe_route,filename_mask,number_files,file of today,file <= 1k,file > 1K,Automated_status,status,notes_x,CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes_y
GA03FLMA-RIM01-02-ADCPSL003,telemetered,Science,GA03FLMA_D00002_ingest.csv,GA03FLMA,2,Ingest.adcps-jln-sio_telemetered,/omc_data/whoi/OMC/GA03FLMA/D00002/*adcps*.dat,1,0,0,1,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-ADCPSL-23497,-42.49457,-42.92112,,495.0,5142.0,
GA03FLMA-RIM01-02-ADCPSL003,telemetered,Science,GA03FLMA_D00003_ingest.csv,GA03FLMA,3,#Ingest.adcps-jln-sio_telemetered,/omc_data/whoi/OMC/GA03FLMA/D00003/*adcps*.dat,0,0,0,0,Missing,No data expected due to glider failures,,NBP16-09,,,,1.0,2016-10-30T23:17:00,,CGMGA-03FLMA-00003,,CGINS-ADCPSL-18352,-42.49212833,-42.88019333,,500.0,5166.0,deployment_depth placeholder: design depth
GA03FLMA-RIM01-02-CTDMOG040,recovered_host,Science,GA03FLMA_R00001_ingest.csv,GA03FLMA,1,#,/omc_data/whoi/OMC/GA03FLMA/R00001/cg_data/dcl00/CTDMOs_all/*.DAT,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12401,-42.493,-42.87067,,30.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG040,recovered_host,Science,GA03FLMA_R00002_ingest.csv,GA03FLMA,2,#,/omc_data/whoi/OMC/GA03FLMA/R00002/cg_data/MSIOC_sn14875/CTD/*.DAT,351,0,0,351,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13560,-42.49457,-42.92112,,26.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG040,recovered_inst,Science,GA03FLMA_R00001_ingest.csv,GA03FLMA,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMA/R00001/cg_data/dcl00/CTDMO_sn12401/*.hex,1,0,0,1,Available,29,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12401,-42.493,-42.87067,,30.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG040,recovered_inst,Science,GA03FLMA_R00002_ingest.csv,GA03FLMA,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMA/R00002/instruments/CTDMO_sn37-13560/*.hex,1,0,0,1,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13560,-42.49457,-42.92112,,26.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG040,telemetered,Science,GA03FLMA_D00001_ingest.csv,GA03FLMA,1,#,/omc_data/whoi/OMC/GA03FLMA/D00001/*ctdmo*.dat,40,0,12,28,Available,Data assigned to refdes after ingestion with wildcard refdes.,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12401,-42.493,-42.87067,,30.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG040,telemetered,Science,GA03FLMA_D00002_ingest.csv,GA03FLMA,2,#,/omc_data/whoi/OMC/GA03FLMA/D00002/*ctdmo*.dat,1,0,1,0,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13560,-42.49457,-42.92112,,26.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG040,telemetered,Science,GA03FLMA_D00003_ingest.csv,GA03FLMA,3,#,/omc_data/whoi/OMC/GA03FLMA/D00003/*ctdmo*.dat,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. No data expected due to glider failures,,NBP16-09,,,,1.0,2016-10-30T23:17:00,,CGMGA-03FLMA-00003,,CGINS-CTDMOG-11605,-42.49212833,-42.88019333,,30.0,5166.0,deployment_depth placeholder: design depth
GA03FLMA-RIM01-02-CTDMOG041,recovered_host,Science,GA03FLMA_R00001_ingest.csv,GA03FLMA,1,#,/omc_data/whoi/OMC/GA03FLMA/R00001/cg_data/dcl00/CTDMOs_all/*.DAT,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12584,-42.493,-42.87067,,41.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG041,recovered_host,Science,GA03FLMA_R00002_ingest.csv,GA03FLMA,2,#,/omc_data/whoi/OMC/GA03FLMA/R00002/cg_data/MSIOC_sn14875/CTD/*.DAT,351,0,0,351,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13561,-42.49457,-42.92112,,32.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG041,recovered_inst,Science,GA03FLMA_R00001_ingest.csv,GA03FLMA,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMA/R00001/cg_data/dcl00/CTDMO_sn12584/*.hex,1,0,0,1,Available,39,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12584,-42.493,-42.87067,,41.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG041,recovered_inst,Science,GA03FLMA_R00002_ingest.csv,GA03FLMA,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMA/R00002/instruments/CTDMO_sn37-13561/*.hex,1,0,0,1,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13561,-42.49457,-42.92112,,32.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG041,telemetered,Science,GA03FLMA_D00001_ingest.csv,GA03FLMA,1,#,/omc_data/whoi/OMC/GA03FLMA/D00001/*ctdmo*.dat,40,0,12,28,Available,Data assigned to refdes after ingestion with wildcard refdes.,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12584,-42.493,-42.87067,,41.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG041,telemetered,Science,GA03FLMA_D00002_ingest.csv,GA03FLMA,2,#,/omc_data/whoi/OMC/GA03FLMA/D00002/*ctdmo*.dat,1,0,1,0,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13561,-42.49457,-42.92112,,32.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG041,telemetered,Science,GA03FLMA_D00003_ingest.csv,GA03FLMA,3,#,/omc_data/whoi/OMC/GA03FLMA/D00003/*ctdmo*.dat,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. No data expected due to glider failures,,NBP16-09,,,,1.0,2016-10-30T23:17:00,,CGMGA-03FLMA-00003,,CGINS-CTDMOG-12410,-42.49212833,-42.88019333,,40.0,5166.0,deployment_depth placeholder: design depth
GA03FLMA-RIM01-02-CTDMOG042,recovered_host,Science,GA03FLMA_R00001_ingest.csv,GA03FLMA,1,#,/omc_data/whoi/OMC/GA03FLMA/R00001/cg_data/dcl00/CTDMOs_all/*.DAT,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12408,-42.493,-42.87067,,61.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG042,recovered_host,Science,GA03FLMA_R00002_ingest.csv,GA03FLMA,2,#,/omc_data/whoi/OMC/GA03FLMA/R00002/cg_data/MSIOC_sn14875/CTD/*.DAT,351,0,0,351,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13578,-42.49457,-42.92112,,52.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG042,recovered_inst,Science,GA03FLMA_R00001_ingest.csv,GA03FLMA,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMA/R00001/cg_data/dcl00/CTDMO_sn12408/*.hex,1,0,0,1,Available,59,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12408,-42.493,-42.87067,,61.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG042,recovered_inst,Science,GA03FLMA_R00002_ingest.csv,GA03FLMA,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMA/R00002/instruments/CTDMO_sn37-13578/*.hex,1,0,0,1,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13578,-42.49457,-42.92112,,52.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG042,telemetered,Science,GA03FLMA_D00001_ingest.csv,GA03FLMA,1,#,/omc_data/whoi/OMC/GA03FLMA/D00001/*ctdmo*.dat,40,0,12,28,Available,Data assigned to refdes after ingestion with wildcard refdes.,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12408,-42.493,-42.87067,,61.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG042,telemetered,Science,GA03FLMA_D00002_ingest.csv,GA03FLMA,2,#,/omc_data/whoi/OMC/GA03FLMA/D00002/*ctdmo*.dat,1,0,1,0,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13578,-42.49457,-42.92112,,52.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG042,telemetered,Science,GA03FLMA_D00003_ingest.csv,GA03FLMA,3,#,/omc_data/whoi/OMC/GA03FLMA/D00003/*ctdmo*.dat,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. No data expected due to glider failures,,NBP16-09,,,,1.0,2016-10-30T23:17:00,,CGMGA-03FLMA-00003,,CGINS-CTDMOG-12407,-42.49212833,-42.88019333,,60.0,5166.0,deployment_depth placeholder: design depth
GA03FLMA-RIM01-02-CTDMOG043,recovered_host,Science,GA03FLMA_R00001_ingest.csv,GA03FLMA,1,#,/omc_data/whoi/OMC/GA03FLMA/R00001/cg_data/dcl00/CTDMOs_all/*.DAT,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12608,-42.493,-42.87067,,91.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG043,recovered_host,Science,GA03FLMA_R00002_ingest.csv,GA03FLMA,2,#,/omc_data/whoi/OMC/GA03FLMA/R00002/cg_data/MSIOC_sn14875/CTD/*.DAT,351,0,0,351,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13579,-42.49457,-42.92112,,82.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG043,recovered_inst,Science,GA03FLMA_R00001_ingest.csv,GA03FLMA,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMA/R00001/cg_data/dcl00/CTDMO_sn12608/*.hex,1,0,0,1,Available,90,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12608,-42.493,-42.87067,,91.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG043,recovered_inst,Science,GA03FLMA_R00002_ingest.csv,GA03FLMA,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMA/R00002/instruments/CTDMO_sn37-13579/*.hex,1,0,0,1,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13579,-42.49457,-42.92112,,82.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG043,telemetered,Science,GA03FLMA_D00001_ingest.csv,GA03FLMA,1,#,/omc_data/whoi/OMC/GA03FLMA/D00001/*ctdmo*.dat,40,0,12,28,Available,Data assigned to refdes after ingestion with wildcard refdes.,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12608,-42.493,-42.87067,,91.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG043,telemetered,Science,GA03FLMA_D00002_ingest.csv,GA03FLMA,2,#,/omc_data/whoi/OMC/GA03FLMA/D00002/*ctdmo*.dat,1,0,1,0,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13579,-42.49457,-42.92112,,82.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG043,telemetered,Science,GA03FLMA_D00003_ingest.csv,GA03FLMA,3,#,/omc_data/whoi/OMC/GA03FLMA/D00003/*ctdmo*.dat,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. No data expected due to glider failures,,NBP16-09,,,,1.0,2016-10-30T23:17:00,,CGMGA-03FLMA-00003,,CGINS-CTDMOG-12406,-42.49212833,-42.88019333,,90.0,5166.0,deployment_depth placeholder: design depth
GA03FLMA-RIM01-02-CTDMOG044,recovered_host,Science,GA03FLMA_R00001_ingest.csv,GA03FLMA,1,#,/omc_data/whoi/OMC/GA03FLMA/R00001/cg_data/dcl00/CTDMOs_all/*.DAT,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12609,-42.493,-42.87067,,131.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG044,recovered_host,Science,GA03FLMA_R00002_ingest.csv,GA03FLMA,2,#,/omc_data/whoi/OMC/GA03FLMA/R00002/cg_data/MSIOC_sn14875/CTD/*.DAT,351,0,0,351,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13589,-42.49457,-42.92112,,122.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG044,recovered_inst,Science,GA03FLMA_R00001_ingest.csv,GA03FLMA,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMA/R00001/cg_data/dcl00/CTDMO_sn12609/*.hex,1,0,0,1,Available,130,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12609,-42.493,-42.87067,,131.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG044,recovered_inst,Science,GA03FLMA_R00002_ingest.csv,GA03FLMA,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMA/R00002/instruments/CTDMO_sn37-13589/*.hex,1,0,0,1,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13589,-42.49457,-42.92112,,122.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG044,telemetered,Science,GA03FLMA_D00001_ingest.csv,GA03FLMA,1,#,/omc_data/whoi/OMC/GA03FLMA/D00001/*ctdmo*.dat,40,0,12,28,Available,Data assigned to refdes after ingestion with wildcard refdes.,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12609,-42.493,-42.87067,,131.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG044,telemetered,Science,GA03FLMA_D00002_ingest.csv,GA03FLMA,2,#,/omc_data/whoi/OMC/GA03FLMA/D00002/*ctdmo*.dat,1,0,1,0,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13589,-42.49457,-42.92112,,122.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG044,telemetered,Science,GA03FLMA_D00003_ingest.csv,GA03FLMA,3,#,/omc_data/whoi/OMC/GA03FLMA/D00003/*ctdmo*.dat,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. No data expected due to glider failures,,NBP16-09,,,,1.0,2016-10-30T23:17:00,,CGMGA-03FLMA-00003,,CGINS-CTDMOG-12404,-42.49212833,-42.88019333,,130.0,5166.0,deployment_depth placeholder: design depth
GA03FLMA-RIM01-02-CTDMOG045,recovered_host,Science,GA03FLMA_R00001_ingest.csv,GA03FLMA,1,#,/omc_data/whoi/OMC/GA03FLMA/R00001/cg_data/dcl00/CTDMOs_all/*.DAT,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12409,-42.493,-42.87067,,181.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG045,recovered_host,Science,GA03FLMA_R00002_ingest.csv,GA03FLMA,2,#,/omc_data/whoi/OMC/GA03FLMA/R00002/cg_data/MSIOC_sn14875/CTD/*.DAT,351,0,0,351,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13590,-42.49457,-42.92112,,172.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG045,recovered_inst,Science,GA03FLMA_R00001_ingest.csv,GA03FLMA,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMA/R00001/cg_data/dcl00/CTDMO_sn12409/*.hex,1,0,0,1,Available,180,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12409,-42.493,-42.87067,,181.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG045,recovered_inst,Science,GA03FLMA_R00002_ingest.csv,GA03FLMA,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GA03FLMA/R00002/instruments/CTDMO_sn37-13590/*.hex,1,0,0,1,Available,,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13590,-42.49457,-42.92112,,172.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG045,telemetered,Science,GA03FLMA_D00001_ingest.csv,GA03FLMA,1,#,/omc_data/whoi/OMC/GA03FLMA/D00001/*ctdmo*.dat,40,0,12,28,Available,Data assigned to refdes after ingestion with wildcard refdes.,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12409,-42.493,-42.87067,,181.0,5165.0,
GA03FLMA-RIM01-02-CTDMOG045,telemetered,Science,GA03FLMA_D00002_ingest.csv,GA03FLMA,2,#,/omc_data/whoi/OMC/GA03FLMA/D00002/*ctdmo*.dat,1,0,1,0,Available,Data assigned to refdes after ingestion with wildcard refdes.,,NBP-15-10,,NBP16-09,,1.0,2015-11-25T19:21:00,2016-11-05T18:58:00,CGMGA-03FLMA-00002,,CGINS-CTDMOG-13590,-42.49457,-42.92112,,172.0,5142.0,
GA03FLMA-RIM01-02-CTDMOG045,telemetered,Science,GA03FLMA_D00003_ingest.csv,GA03FLMA,3,#,/omc_data/whoi/OMC/GA03FLMA/D00003/*ctdmo*.dat,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. No data expected due to glider failures,,NBP16-09,,,,1.0,2016-10-30T23:17:00,,CGMGA-03FLMA-00003,,CGINS-CTDMOG-12413,-42.49212833,-42.88019333,,180.0,5166.0,deployment_depth placeholder: design depth
GA03FLMA-RIM01-02-CTDMOG046,recovered_host,Science,GA03FLMA_R00001_ingest.csv,GA03FLMA,1,#,/omc_data/whoi/OMC/GA03FLMA/R00001/cg_data/dcl00/CTDMOs_all/*.DAT,0,0,0,0,Missing,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,AT-26-30,,NBP-15-10,,1.0,2015-03-17T19:45:00,2015-11-22T12:08:00,CGMGA-03FLMA-00001,,CGINS-CTDMOG-12412,-42.493,-42.87067,,251.0,5165.0,
