reference_designator,data_source,type_list,ingest_csv_filename,platform,deployment#,uframe_route_y,filename_mask,number_files,file of today,file <= 1k,file > 1K,Automated_status,status,notes_x,CUID_Deploy,deployedBy,CUID_Recover,recoveredBy,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes_y
GS03FLMA-RIM01-02-ADCPSL003,telemetered,Science,GS03FLMA_D00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/D00002/*adcps*.dat,39,0,9,30,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-ADCPSL-20502,-54.12563,-89.55293,,495.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIM01-02-ADCPSL003,telemetered,Science,GS03FLMA_D00003_ingest.csv,GS03FLMA,3.0,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,No glider deployed so telemetered data will not be available,,NBP16-10,,,,1.0,2016-12-01T19:20:00,,CGMGS-03FLMA-00003,,CGINS-ADCPSL-18446,-54.10421167,-89.65421167,,500.0,4627.0,deployment_depth placeholder: design depth.
GS03FLMA-RIM01-02-CTDMOG040,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG040,recovered_inst,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/CTDMO_sn37-12588/*.hex,1,0,0,1,Available,29,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-CTDMOG-12588,-54.10517,-89.65361,,27.0,4632.0,
GS03FLMA-RIM01-02-CTDMOG040,recovered_inst,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/instruments/CTDMO_sn37-13635/*.hex,1,0,0,1,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-CTDMOG-13635,-54.12563,-89.55293,,29.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIM01-02-CTDMOG040,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG041,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG041,recovered_inst,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/CTDMO_sn37-12330/*.hex,1,0,0,1,Available,39,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-CTDMOG-12330,-54.10517,-89.65361,,40.0,4632.0,
GS03FLMA-RIM01-02-CTDMOG041,recovered_inst,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/instruments/CTDMO_sn37-13636/*.hex,1,0,0,1,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-CTDMOG-13636,-54.12563,-89.55293,,39.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIM01-02-CTDMOG041,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG042,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG042,recovered_inst,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/CTDMO_sn37-12376/*.hex,1,0,0,1,Available,59,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-CTDMOG-12376,-54.10517,-89.65361,,60.0,4632.0,
GS03FLMA-RIM01-02-CTDMOG042,recovered_inst,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/instruments/CTDMO_sn37-13638/*.hex,1,0,0,1,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-CTDMOG-13638,-54.12563,-89.55293,,59.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIM01-02-CTDMOG042,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG043,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG043,recovered_inst,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/CTDMO_sn37-12371/*.hex,1,0,0,1,Available,90,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-CTDMOG-12371,-54.10517,-89.65361,,90.0,4632.0,
GS03FLMA-RIM01-02-CTDMOG043,recovered_inst,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/instruments/CTDMO_sn37-13637/*.hex,1,0,0,1,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-CTDMOG-13637,-54.12563,-89.55293,,90.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIM01-02-CTDMOG043,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG044,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG044,recovered_inst,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/CTDMO_sn37-12374/*.hex,1,0,0,1,Available,130,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-CTDMOG-12374,-54.10517,-89.65361,,130.0,4632.0,
GS03FLMA-RIM01-02-CTDMOG044,recovered_inst,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/instruments/CTDMO_sn37-13642/*.hex,1,0,0,1,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-CTDMOG-13642,-54.12563,-89.55293,,130.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIM01-02-CTDMOG044,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG045,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG045,recovered_inst,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/CTDMO_sn37-12336/*.hex,1,0,0,1,Available,180,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-CTDMOG-12336,-54.10517,-89.65361,,180.0,4632.0,
GS03FLMA-RIM01-02-CTDMOG045,recovered_inst,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/instruments/CTDMO_sn37-13626/*.hex,1,0,0,1,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-CTDMOG-13626,-54.12563,-89.55293,,180.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIM01-02-CTDMOG045,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG046,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG046,recovered_inst,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/CTDMO_sn37-12372/*.hex,1,0,0,1,Available,250,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-CTDMOG-12372,-54.10517,-89.65361,,250.0,4632.0,
GS03FLMA-RIM01-02-CTDMOG046,recovered_inst,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/instruments/CTDMO_sn37-13645/*.hex,1,0,0,1,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-CTDMOG-13645,-54.12563,-89.55293,,250.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIM01-02-CTDMOG046,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG047,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG047,recovered_inst,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/CTDMO_sn37-12333/*.hex,1,0,0,1,Available,350,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-CTDMOG-12333,-54.10517,-89.65361,,350.0,4632.0,
GS03FLMA-RIM01-02-CTDMOG047,recovered_inst,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/instruments/CTDMO_sn37-13643/*.hex,1,0,0,1,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-CTDMOG-13643,-54.12563,-89.55293,,350.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIM01-02-CTDMOG047,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG048,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOG048,recovered_inst,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/CTDMO_sn37-12370/*.hex,1,0,0,1,Available,501,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-CTDMOG-12370,-54.10517,-89.65361,,500.0,4632.0,
GS03FLMA-RIM01-02-CTDMOG048,recovered_inst,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/instruments/CTDMO_sn37-13625/*.hex,1,0,0,1,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-CTDMOG-13625,-54.12563,-89.55293,,501.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIM01-02-CTDMOG048,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOH049,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOH049,recovered_inst,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/CTDMO_sn37-12385/*.hex,1,0,0,1,Available,748,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-CTDMOH-12385,-54.10517,-89.65361,,747.0,4632.0,
GS03FLMA-RIM01-02-CTDMOH049,recovered_inst,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/instruments/CTDMO_sn37-13652/*.hex,1,0,0,1,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-CTDMOH-13652,-54.12563,-89.55293,,748.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIM01-02-CTDMOH049,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOH050,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOH050,recovered_inst,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/CTDMO_sn37-12391/*.hex,1,0,0,1,Available,999,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-CTDMOH-12391,-54.10517,-89.65361,,998.0,4632.0,
GS03FLMA-RIM01-02-CTDMOH050,recovered_inst,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/instruments/CTDMO_sn37-13653/*.hex,1,0,0,1,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-CTDMOH-13653,-54.12563,-89.55293,,999.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIM01-02-CTDMOH050,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOH051,recovered_host,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIM01-02-CTDMOH051,recovered_inst,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/CTDMO_sn37-12390/*.hex,1,0,0,1,Available,1501,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-CTDMOH-12390,-54.10517,-89.65361,,1500.0,4632.0,
GS03FLMA-RIM01-02-CTDMOH051,recovered_inst,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/instruments/CTDMO_sn37-13655/*.hex,1,0,0,1,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-CTDMOH-13655,-54.12563,-89.55293,,1501.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIM01-02-CTDMOH051,telemetered,Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GS03FLMA-RIS01-00-SIOENG000,recovered_host,Engineering,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/SSIOC/STA*.DAT,271,0,1,270,Available,,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,OL000248,-54.10517,-89.65361,,27.0,4632.0,
GS03FLMA-RIS01-00-SIOENG000,recovered_host,Engineering,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/cg_data/SSIOC_sn14883/STATUS/STA*.DAT,362,0,0,362,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGCON-SIOCON-14877,-54.12563,-89.55293,,26.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIS01-00-SIOENG000,telemetered,Engineering,GS03FLMA_D00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/D00001/*.status_1398701.dat,36,0,35,1,Available,,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,OL000248,-54.10517,-89.65361,,27.0,4632.0,
GS03FLMA-RIS01-00-SIOENG000,telemetered,Engineering,GS03FLMA_D00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/D00002/*.status_1488301.dat,28,0,28,0,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGCON-SIOCON-14877,-54.12563,-89.55293,,26.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIS01-00-SIOENG000,telemetered,Engineering,GS03FLMA_D00003_ingest.csv,GS03FLMA,3.0,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,No glider deployed so telemetered data will not be available,,#NBP16-10,,,,1.0,2016-12-01T19:20:00,,CGMGS-03FLMA-00003,,,-54.10421167,-89.65421167,,30.0,4627.0,need correct serial number/UID
GS03FLMA-RIS01-03-DOSTAD000,recovered_host,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/DOSTA_sn393/DOS*.DAT,270,0,1,269,Available,,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-DOSTAD-00393,-54.10517,-89.65361,,27.0,4632.0,
GS03FLMA-RIS01-03-DOSTAD000,recovered_host,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/cg_data/SSIOC_sn14883/DOSTA/DOS*.DAT,362,0,0,362,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-DOSTAD-00498,-54.12563,-89.55293,,29.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIS01-03-DOSTAD000,telemetered,Science,GS03FLMA_D00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/D00001/*dosta*.dat,40,0,23,17,Available,,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-DOSTAD-00393,-54.10517,-89.65361,,27.0,4632.0,
GS03FLMA-RIS01-03-DOSTAD000,telemetered,Science,GS03FLMA_D00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/D00002/*dosta*.dat,41,0,30,11,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-DOSTAD-00498,-54.12563,-89.55293,,29.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIS01-03-DOSTAD000,telemetered,Science,GS03FLMA_D00003_ingest.csv,GS03FLMA,3.0,,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,,No glider deployed so telemetered data will not be available,,NBP16-10,,,,1.0,2016-12-01T19:20:00,,CGMGS-03FLMA-00003,,CGINS-DOSTAD-00131,-54.10421167,-89.65421167,,30.0,4627.0,deployment_depth placeholder: design depth.
GS03FLMA-RIS01-04-PHSENF000,recovered_inst,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/PHSEN_snP0147/SAMI*.txt,1,0,0,1,Available,,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-PHSENF-P0147,-54.10517,-89.65361,,27.0,4632.0,
GS03FLMA-RIS01-04-PHSENF000,recovered_inst,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/instruments/PHSEN_snP0182/*SAMI*.txt,1,0,0,1,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-PHSENF-P0182,-54.12563,-89.55293,,29.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIS01-04-PHSENF000,recovered_host,Science,GS03FLMA_R00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/R00001/cg_data/dcl00/PHSEN_snP0147/PHS*.DAT,0,0,0,0,Missing,Data not expected,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-PHSENF-P0147,-54.10517,-89.65361,,27.0,4632.0,
GS03FLMA-RIS01-04-PHSENF000,recovered_host,Science,GS03FLMA_R00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/R00002/cg_data/SSIOC_sn14883/PHSEN/PHS*.DAT,362,0,0,362,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-PHSENF-P0182,-54.12563,-89.55293,,29.0,4705.0,Update recovery date when Quick Look report is released
GS03FLMA-RIS01-04-PHSENF000,telemetered,Science,GS03FLMA_D00001_ingest.csv,GS03FLMA,1.0,,/omc_data/whoi/OMC/GS03FLMA/D00001/*phsen*.dat,33,0,23,10,Available,,,AT-26-29,,NBP-15-11,,1.0,2015-02-25T23:55:00,2015-12-18T12:33:00,CGMGS-03FLMA-00001,,CGINS-PHSENF-P0147,-54.10517,-89.65361,,27.0,4632.0,
GS03FLMA-RIS01-04-PHSENF000,telemetered,Science,GS03FLMA_D00002_ingest.csv,GS03FLMA,2.0,,/omc_data/whoi/OMC/GS03FLMA/D00002/*phsen*.dat,26,0,22,4,Available,,,NBP-15-11,,NBP16-10,,1.0,2015-12-17T19:42:00,2016-12-06T00:00:00,CGMGS-03FLMA-00002,,CGINS-PHSENF-P0182,-54.12563,-89.55293,,29.0,4705.0,Update recovery date when Quick Look report is released
