reference_designator,data_source,type_list,ingest_csv_filename,platform,deployment#,uframe_route,filename_mask,number_files,file of today,file <= 1k,file > 1K,compare_DH,Automated_status,status,notes_x,CUID_Deploy,compare,deployedBy,CUID_Recover,recoveredBy,versionNumber,startDateTime,stopDateTime,mooring.uid,node.uid,sensor.uid,lat,lon,orbit,deployment_depth,water_depth,notes_y
GP03FLMB-RIM01-02-ADCPSL007,recovered_inst,Science,GP03FLMB_R00002_ingest.csv,GP03FLMB,2,Ingest.adcps-jln_recovered,/omc_data/whoi/OMC/GP03FLMB/R00002/cg_data/dcl00/ADCP_sn20504/*.000,3,0,0,3,R00002,Available,,,MV-1404,,,TN-323,,1.0,2014-06-20T02:00:00,2015-06-07T00:00:00,CGMGP-03FLMB-00002,,CGINS-ADCPSL-20504,50.33133,-144.3975,,503.0,4145.0,
GP03FLMB-RIM01-02-ADCPSL007,recovered_inst,Science,GP03FLMB_R00003_ingest.csv,GP03FLMB,3,Ingest.adcps-jln_recovered,/omc_data/whoi/OMC/GP03FLMB/R00003/cg_data/dcl00/ADCPS_sn22846/*.000,1,0,0,1,R00003,Available,,,TN-323,,,RB-16-05,,1.0,2015-06-08T21:25:00,2016-07-03T18:35:00,CGMGP-03FLMB-00003,,CGINS-ADCPSL-22846,50.33033,-144.39833,,519.0,4145.0,
GP03FLMB-RIM01-02-ADCPSL007,telemetered,Science,GP03FLMB_D00001_ingest.csv,GP03FLMB,1,Ingest.adcps-jln-sio_telemetered,/omc_data/whoi/OMC/GP03FLMB/D00001/*adcps_*.dat,2,0,0,2,D00001,Available,,,MV-1309,,,MV-1404,,1.0,2013-07-24T06:32:00,2014-06-18T00:00:00,CGMGP-03FLMB-00001,,CGINS-ADCPSL-18260,50.33167,-144.40083,,501.0,4145.0,
GP03FLMB-RIM01-02-ADCPSL007,telemetered,Science,GP03FLMB_D00002_ingest.csv,GP03FLMB,2,Ingest.adcps-jln-sio_telemetered,/omc_data/whoi/OMC/GP03FLMB/D00002/*adcps_*.dat,1,0,0,1,D00002,Available,,,MV-1404,,,TN-323,,1.0,2014-06-20T02:00:00,2015-06-07T00:00:00,CGMGP-03FLMB-00002,,CGINS-ADCPSL-20504,50.33133,-144.3975,,503.0,4145.0,
GP03FLMB-RIM01-02-ADCPSL007,telemetered,Science,GP03FLMB_D00003_ingest.csv,GP03FLMB,3,Ingest.adcps-jln-sio_telemetered,/omc_data/whoi/OMC/GP03FLMB/D00003/*adcps_*.dat,227,0,54,173,D00003,Available,,,TN-323,,,RB-16-05,,1.0,2015-06-08T21:25:00,2016-07-03T18:35:00,CGMGP-03FLMB-00003,,CGINS-ADCPSL-22846,50.33033,-144.39833,,519.0,4145.0,
GP03FLMB-RIM01-02-ADCPSL007,telemetered,Science,GP03FLMB_D00004_ingest.csv,GP03FLMB,4,Ingest.adcps-jln-sio_telemetered,/omc_data/whoi/OMC/GP03FLMB/D00004/*adcps_*.dat,16,0,6,10,D00004,Available,,,RB-16-05,,,,,1.0,2016-07-04T23:07:00,,CGMGP-03FLMB-00004,,CGINS-ADCPSL-18351,50.32925,-144.398,,,4146.0,
GP03FLMB-RIM01-02-ADCPSL007,telemetered,Science,GP03FLMB_D00005_ingest.csv,GP03FLMB,5,#Ingest.adcps-jln-sio_telemetered,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,False,,No telemetered data expected (no gliders deployed),,SR17-10,,,,,1.0,2017-07-07T00:00:00,,CGMGP-03FLMB-00005,,CGINS-ADCPSL-18261,50.3,-144.3,,,4178.0,update post cruise
GP03FLMB-RIM01-02-CTDMOG060,recovered_host,Science,GP03FLMB_R00001_ingest.csv,GP03FLMB,1,#,/omc_data/whoi/OMC/GP03FLMB/R00001/ctdmo/CTD*.DAT,330,0,0,330,R00001,Available,Data assigned to refdes after ingestion with wildcard refdes.,,MV-1309,,,MV-1404,,1.0,2013-07-24T06:32:00,2014-06-18T00:00:00,CGMGP-03FLMB-00001,,CGINS-CTDMOG-10255,50.33167,-144.40083,,30.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG060,recovered_host,Science,GP03FLMB_R00002_ingest.csv,GP03FLMB,2,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,False,,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,MV-1404,,,TN-323,,1.0,2014-06-20T02:00:00,2015-06-07T00:00:00,CGMGP-03FLMB-00002,,CGINS-CTDMOG-11646,50.33133,-144.3975,,31.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG060,recovered_host,Science,GP03FLMB_R00003_ingest.csv,GP03FLMB,3,#,/omc_data/whoi/OMC/GP03FLMB/R00003/cg_data/dcl00/CTDMOs_all/CTD*.DAT,396,0,0,396,R00003,Available,Data assigned to refdes after ingestion with wildcard refdes.,,TN-323,,,RB-16-05,,1.0,2015-06-08T21:25:00,2016-07-03T18:35:00,CGMGP-03FLMB-00003,,CGINS-CTDMOG-12638,50.33033,-144.39833,,47.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG060,recovered_inst,Science,GP03FLMB_R00001_ingest.csv,GP03FLMB,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GP03FLMB/R00001/mc/SBE37*55*.hex,1,0,0,1,R00001,Available,,,MV-1309,,,MV-1404,,1.0,2013-07-24T06:32:00,2014-06-18T00:00:00,CGMGP-03FLMB-00001,,CGINS-CTDMOG-10255,50.33167,-144.40083,,30.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG060,recovered_inst,Science,GP03FLMB_R00002_ingest.csv,GP03FLMB,2,# Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GP03FLMB/R00002/cg_data/dcl00/CTDMO-G_sn11646/SBE37*11646*.hex,0,0,0,0,R00002,Missing,Data not expected,,MV-1404,,,TN-323,,1.0,2014-06-20T02:00:00,2015-06-07T00:00:00,CGMGP-03FLMB-00002,,CGINS-CTDMOG-11646,50.33133,-144.3975,,31.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG060,recovered_inst,Science,GP03FLMB_R00003_ingest.csv,GP03FLMB,3,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GP03FLMB/R00003/cg_data/dcl00/CTDMO_sn37-12638/SBE37*.hex,1,0,0,1,R00003,Available,,,TN-323,,,RB-16-05,,1.0,2015-06-08T21:25:00,2016-07-03T18:35:00,CGMGP-03FLMB-00003,,CGINS-CTDMOG-12638,50.33033,-144.39833,,47.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG060,telemetered,Science,GP03FLMB_D00001_ingest.csv,GP03FLMB,1,#,/omc_data/whoi/OMC/GP03FLMB/D00001/*ctdmo_*.dat,2,0,0,2,D00001,Available,Data assigned to refdes after ingestion with wildcard refdes.,,MV-1309,,,MV-1404,,1.0,2013-07-24T06:32:00,2014-06-18T00:00:00,CGMGP-03FLMB-00001,,CGINS-CTDMOG-10255,50.33167,-144.40083,,30.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG060,telemetered,Science,GP03FLMB_D00002_ingest.csv,GP03FLMB,2,#,/omc_data/whoi/OMC/GP03FLMB/D00002/*ctdmo_*.dat,1,0,0,1,D00002,Available,Data assigned to refdes after ingestion with wildcard refdes.,,MV-1404,,,TN-323,,1.0,2014-06-20T02:00:00,2015-06-07T00:00:00,CGMGP-03FLMB-00002,,CGINS-CTDMOG-11646,50.33133,-144.3975,,31.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG060,telemetered,Science,GP03FLMB_D00003_ingest.csv,GP03FLMB,3,#,/omc_data/whoi/OMC/GP03FLMB/D00003/*ctdmo_*.dat,230,0,73,157,D00003,Available,Data assigned to refdes after ingestion with wildcard refdes.,,TN-323,,,RB-16-05,,1.0,2015-06-08T21:25:00,2016-07-03T18:35:00,CGMGP-03FLMB-00003,,CGINS-CTDMOG-12638,50.33033,-144.39833,,47.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG060,telemetered,Science,GP03FLMB_D00004_ingest.csv,GP03FLMB,4,#,/omc_data/whoi/OMC/GP03FLMB/D00004/*ctdmo_*.dat,16,0,7,9,D00004,Available,Data assigned to refdes after ingestion with wildcard refdes.,,RB-16-05,,,,,1.0,2016-07-04T23:07:00,,CGMGP-03FLMB-00004,,CGINS-CTDMOG-11638,50.32925,-144.398,,,4146.0,
GP03FLMB-RIM01-02-CTDMOG060,telemetered,Science,GP03FLMB_D00005_ingest.csv,GP03FLMB,5,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,False,,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed),,SR17-10,,,,,1.0,2017-07-07T00:00:00,,CGMGP-03FLMB-00005,,CGINS-CTDMOG-13422,50.3,-144.3,,,4178.0,update post cruise
GP03FLMB-RIM01-02-CTDMOG061,recovered_host,Science,GP03FLMB_R00001_ingest.csv,GP03FLMB,1,#,/omc_data/whoi/OMC/GP03FLMB/R00001/ctdmo/CTD*.DAT,330,0,0,330,R00001,Available,Data assigned to refdes after ingestion with wildcard refdes.,,MV-1309,,,MV-1404,,1.0,2013-07-24T06:32:00,2014-06-18T00:00:00,CGMGP-03FLMB-00001,,CGINS-CTDMOG-10221,50.33167,-144.40083,,40.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG061,recovered_host,Science,GP03FLMB_R00002_ingest.csv,GP03FLMB,2,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,False,,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,MV-1404,,,TN-323,,1.0,2014-06-20T02:00:00,2015-06-07T00:00:00,CGMGP-03FLMB-00002,,CGINS-CTDMOG-11653,50.33133,-144.3975,,42.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG061,recovered_host,Science,GP03FLMB_R00003_ingest.csv,GP03FLMB,3,#,/omc_data/whoi/OMC/GP03FLMB/R00003/cg_data/dcl00/CTDMOs_all/CTD*.DAT,396,0,0,396,R00003,Available,Data assigned to refdes after ingestion with wildcard refdes.,,TN-323,,,RB-16-05,,1.0,2015-06-08T21:25:00,2016-07-03T18:35:00,CGMGP-03FLMB-00003,,CGINS-CTDMOG-12405,50.33033,-144.39833,,57.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG061,recovered_inst,Science,GP03FLMB_R00001_ingest.csv,GP03FLMB,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GP03FLMB/R00001/mc/SBE37*221*.hex,1,0,0,1,R00001,Available,,,MV-1309,,,MV-1404,,1.0,2013-07-24T06:32:00,2014-06-18T00:00:00,CGMGP-03FLMB-00001,,CGINS-CTDMOG-10221,50.33167,-144.40083,,40.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG061,recovered_inst,Science,GP03FLMB_R00002_ingest.csv,GP03FLMB,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GP03FLMB/R00002/cg_data/dcl00/CTDMO-G_sn11653/SBE37*11653*.hex,1,0,0,1,R00002,Available,,,MV-1404,,,TN-323,,1.0,2014-06-20T02:00:00,2015-06-07T00:00:00,CGMGP-03FLMB-00002,,CGINS-CTDMOG-11653,50.33133,-144.3975,,42.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG061,recovered_inst,Science,GP03FLMB_R00003_ingest.csv,GP03FLMB,3,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GP03FLMB/R00003/cg_data/dcl00/CTDMO_sn37-12405/SBE37*.hex,1,0,0,1,R00003,Available,,,TN-323,,,RB-16-05,,1.0,2015-06-08T21:25:00,2016-07-03T18:35:00,CGMGP-03FLMB-00003,,CGINS-CTDMOG-12405,50.33033,-144.39833,,57.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG061,telemetered,Science,GP03FLMB_D00001_ingest.csv,GP03FLMB,1,#,/omc_data/whoi/OMC/GP03FLMB/D00001/*ctdmo_*.dat,2,0,0,2,D00001,Available,Data assigned to refdes after ingestion with wildcard refdes.,,MV-1309,,,MV-1404,,1.0,2013-07-24T06:32:00,2014-06-18T00:00:00,CGMGP-03FLMB-00001,,CGINS-CTDMOG-10221,50.33167,-144.40083,,40.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG061,telemetered,Science,GP03FLMB_D00002_ingest.csv,GP03FLMB,2,#,/omc_data/whoi/OMC/GP03FLMB/D00002/*ctdmo_*.dat,1,0,0,1,D00002,Available,Data assigned to refdes after ingestion with wildcard refdes.,,MV-1404,,,TN-323,,1.0,2014-06-20T02:00:00,2015-06-07T00:00:00,CGMGP-03FLMB-00002,,CGINS-CTDMOG-11653,50.33133,-144.3975,,42.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG061,telemetered,Science,GP03FLMB_D00003_ingest.csv,GP03FLMB,3,#,/omc_data/whoi/OMC/GP03FLMB/D00003/*ctdmo_*.dat,230,0,73,157,D00003,Available,Data assigned to refdes after ingestion with wildcard refdes.,,TN-323,,,RB-16-05,,1.0,2015-06-08T21:25:00,2016-07-03T18:35:00,CGMGP-03FLMB-00003,,CGINS-CTDMOG-12405,50.33033,-144.39833,,57.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG061,telemetered,Science,GP03FLMB_D00004_ingest.csv,GP03FLMB,4,#,/omc_data/whoi/OMC/GP03FLMB/D00004/*ctdmo_*.dat,16,0,7,9,D00004,Available,Data assigned to refdes after ingestion with wildcard refdes.,,RB-16-05,,,,,1.0,2016-07-04T23:07:00,,CGMGP-03FLMB-00004,,CGINS-CTDMOG-11595,50.32925,-144.398,,,4146.0,
GP03FLMB-RIM01-02-CTDMOG061,telemetered,Science,GP03FLMB_D00005_ingest.csv,GP03FLMB,5,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,False,,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed),,SR17-10,,,,,1.0,2017-07-07T00:00:00,,CGMGP-03FLMB-00005,,CGINS-CTDMOG-13419,50.3,-144.3,,,4178.0,update post cruise
GP03FLMB-RIM01-02-CTDMOG062,recovered_host,Science,GP03FLMB_R00001_ingest.csv,GP03FLMB,1,#,/omc_data/whoi/OMC/GP03FLMB/R00001/ctdmo/CTD*.DAT,330,0,0,330,R00001,Available,Data assigned to refdes after ingestion with wildcard refdes.,,MV-1309,,,MV-1404,,1.0,2013-07-24T06:32:00,2014-06-18T00:00:00,CGMGP-03FLMB-00001,,CGINS-CTDMOG-10216,50.33167,-144.40083,,60.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG062,recovered_host,Science,GP03FLMB_R00002_ingest.csv,GP03FLMB,2,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,False,,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,MV-1404,,,TN-323,,1.0,2014-06-20T02:00:00,2015-06-07T00:00:00,CGMGP-03FLMB-00002,,CGINS-CTDMOG-11641,50.33133,-144.3975,,62.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG062,recovered_host,Science,GP03FLMB_R00003_ingest.csv,GP03FLMB,3,#,/omc_data/whoi/OMC/GP03FLMB/R00003/cg_data/dcl00/CTDMOs_all/CTD*.DAT,396,0,0,396,R00003,Available,Data assigned to refdes after ingestion with wildcard refdes.,,TN-323,,,RB-16-05,,1.0,2015-06-08T21:25:00,2016-07-03T18:35:00,CGMGP-03FLMB-00003,,CGINS-CTDMOG-11652,50.33033,-144.39833,,78.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG062,recovered_inst,Science,GP03FLMB_R00001_ingest.csv,GP03FLMB,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GP03FLMB/R00001/mc/SBE37*16*.hex,1,0,0,1,R00001,Available,,,MV-1309,,,MV-1404,,1.0,2013-07-24T06:32:00,2014-06-18T00:00:00,CGMGP-03FLMB-00001,,CGINS-CTDMOG-10216,50.33167,-144.40083,,60.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG062,recovered_inst,Science,GP03FLMB_R00002_ingest.csv,GP03FLMB,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GP03FLMB/R00002/cg_data/dcl00/CTDMO-G_sn11641/SBE37*11641*.hex,1,0,0,1,R00002,Available,,,MV-1404,,,TN-323,,1.0,2014-06-20T02:00:00,2015-06-07T00:00:00,CGMGP-03FLMB-00002,,CGINS-CTDMOG-11641,50.33133,-144.3975,,62.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG062,recovered_inst,Science,GP03FLMB_R00003_ingest.csv,GP03FLMB,3,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GP03FLMB/R00003/cg_data/dcl00/CTDMO_sn37-11652/SBE37*.hex,1,0,0,1,R00003,Available,,,TN-323,,,RB-16-05,,1.0,2015-06-08T21:25:00,2016-07-03T18:35:00,CGMGP-03FLMB-00003,,CGINS-CTDMOG-11652,50.33033,-144.39833,,78.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG062,telemetered,Science,GP03FLMB_D00001_ingest.csv,GP03FLMB,1,#,/omc_data/whoi/OMC/GP03FLMB/D00001/*ctdmo_*.dat,2,0,0,2,D00001,Available,Data assigned to refdes after ingestion with wildcard refdes.,,MV-1309,,,MV-1404,,1.0,2013-07-24T06:32:00,2014-06-18T00:00:00,CGMGP-03FLMB-00001,,CGINS-CTDMOG-10216,50.33167,-144.40083,,60.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG062,telemetered,Science,GP03FLMB_D00002_ingest.csv,GP03FLMB,2,#,/omc_data/whoi/OMC/GP03FLMB/D00002/*ctdmo_*.dat,1,0,0,1,D00002,Available,Data assigned to refdes after ingestion with wildcard refdes.,,MV-1404,,,TN-323,,1.0,2014-06-20T02:00:00,2015-06-07T00:00:00,CGMGP-03FLMB-00002,,CGINS-CTDMOG-11641,50.33133,-144.3975,,62.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG062,telemetered,Science,GP03FLMB_D00003_ingest.csv,GP03FLMB,3,#,/omc_data/whoi/OMC/GP03FLMB/D00003/*ctdmo_*.dat,230,0,73,157,D00003,Available,Data assigned to refdes after ingestion with wildcard refdes.,,TN-323,,,RB-16-05,,1.0,2015-06-08T21:25:00,2016-07-03T18:35:00,CGMGP-03FLMB-00003,,CGINS-CTDMOG-11652,50.33033,-144.39833,,78.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG062,telemetered,Science,GP03FLMB_D00004_ingest.csv,GP03FLMB,4,#,/omc_data/whoi/OMC/GP03FLMB/D00004/*ctdmo_*.dat,16,0,7,9,D00004,Available,Data assigned to refdes after ingestion with wildcard refdes.,,RB-16-05,,,,,1.0,2016-07-04T23:07:00,,CGMGP-03FLMB-00004,,CGINS-CTDMOG-10216,50.32925,-144.398,,,4146.0,
GP03FLMB-RIM01-02-CTDMOG062,telemetered,Science,GP03FLMB_D00005_ingest.csv,GP03FLMB,5,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,False,,Data assigned to refdes after ingestion with wildcard refdes. No telemetered data expected (no gliders deployed),,SR17-10,,,,,1.0,2017-07-07T00:00:00,,CGMGP-03FLMB-00005,,CGINS-CTDMOG-10221,50.3,-144.3,,,4178.0,update post cruise
GP03FLMB-RIM01-02-CTDMOG063,recovered_host,Science,GP03FLMB_R00001_ingest.csv,GP03FLMB,1,#,/omc_data/whoi/OMC/GP03FLMB/R00001/ctdmo/CTD*.DAT,330,0,0,330,R00001,Available,Data assigned to refdes after ingestion with wildcard refdes.,,MV-1309,,,MV-1404,,1.0,2013-07-24T06:32:00,2014-06-18T00:00:00,CGMGP-03FLMB-00001,,CGINS-CTDMOG-10217,50.33167,-144.40083,,90.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG063,recovered_host,Science,GP03FLMB_R00002_ingest.csv,GP03FLMB,2,#,,file_mask is empty,file_mask is empty,file_mask is empty,file_mask is empty,False,,Data assigned to refdes after ingestion with wildcard refdes. Data not expected,,MV-1404,,,TN-323,,1.0,2014-06-20T02:00:00,2015-06-07T00:00:00,CGMGP-03FLMB-00002,,CGINS-CTDMOG-11650,50.33133,-144.3975,,92.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG063,recovered_host,Science,GP03FLMB_R00003_ingest.csv,GP03FLMB,3,#,/omc_data/whoi/OMC/GP03FLMB/R00003/cg_data/dcl00/CTDMOs_all/CTD*.DAT,396,0,0,396,R00003,Available,Data assigned to refdes after ingestion with wildcard refdes.,,TN-323,,,RB-16-05,,1.0,2015-06-08T21:25:00,2016-07-03T18:35:00,CGMGP-03FLMB-00003,,CGINS-CTDMOG-10259,50.33033,-144.39833,,108.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG063,recovered_inst,Science,GP03FLMB_R00001_ingest.csv,GP03FLMB,1,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GP03FLMB/R00001/mc/SBE37*17*.hex,1,0,0,1,R00001,Available,,,MV-1309,,,MV-1404,,1.0,2013-07-24T06:32:00,2014-06-18T00:00:00,CGMGP-03FLMB-00001,,CGINS-CTDMOG-10217,50.33167,-144.40083,,90.0,4145.0,
GP03FLMB-RIM01-02-CTDMOG063,recovered_inst,Science,GP03FLMB_R00002_ingest.csv,GP03FLMB,2,Ingest.ctdmo-ghqr_recovered,/omc_data/whoi/OMC/GP03FLMB/R00002/cg_data/dcl00/CTDMO-G_sn11650/SBE37*11650*.hex,1,0,0,1,R00002,Available,,,MV-1404,,,TN-323,,1.0,2014-06-20T02:00:00,2015-06-07T00:00:00,CGMGP-03FLMB-00002,,CGINS-CTDMOG-11650,50.33133,-144.3975,,92.0,4145.0,
